id,unlock_date,lock_date,station_unlock,station_lock,trip_minutes
287011,2022-05-05T09:35:23,2022-05-05T09:44:00,213.0,217.0,8.62
287012,2022-05-05T09:35:24,2022-05-05T09:47:50,45.0,107.0,12.43
287013,2022-05-05T09:35:25,2022-05-05T09:47:55,63.0,166.0,12.5
287014,2022-05-05T09:35:28,2022-05-05T09:46:37,182.0,27.0,11.15
287015,2022-05-05T09:35:29,2022-05-05T09:53:05,211.0,8.0,17.6
287016,2022-05-05T09:35:30,2022-05-05T09:35:56,257.0,257.0,0.43
287017,2022-05-05T09:35:31,2022-05-05T09:36:01,99.0,99.0,0.5
287018,2022-05-05T09:35:34,2022-05-05T09:42:59,25.0,9.0,7.42
287019,2022-05-05T09:35:34,2022-05-05T09:50:04,40.0,,14.5
287020,2022-05-05T09:35:43,2022-05-05T09:45:14,80.0,45.0,9.52
287021,2022-05-05T09:35:45,2022-05-05T09:43:03,62.0,206.0,7.3
287022,2022-05-05T09:35:45,2022-05-05T09:43:10,153.0,9.0,7.42
287023,2022-05-05T09:35:45,2022-05-05T09:45:22,81.0,75.0,9.62
287024,2022-05-05T09:35:53,2022-05-05T09:40:49,148.0,154.0,4.93
287025,2022-05-05T09:35:53,2022-05-05T09:42:18,221.0,178.0,6.42
287026,2022-05-05T09:35:58,2022-05-05T09:36:07,241.0,241.0,0.15
287027,2022-05-05T09:36:28,2022-05-05T09:36:44,116.0,116.0,0.27
287028,2022-05-05T09:36:41,2022-05-05T09:48:03,208.0,10.0,11.37
287029,2022-05-05T09:36:51,2022-05-05T09:44:59,99.0,159.0,8.13
287030,2022-05-05T09:36:52,2022-05-05T09:54:21,49.0,8.0,17.48
287031,2022-05-05T09:36:54,2022-05-05T09:41:26,241.0,190.0,4.53
287032,2022-05-05T09:37:14,2022-05-05T09:43:52,13.0,210.0,6.63
287033,2022-05-05T09:37:15,2022-05-05T09:37:42,195.0,195.0,0.45
287034,2022-05-05T09:37:37,2022-05-05T09:46:40,45.0,64.0,9.05
287035,2022-05-05T09:37:39,2022-05-05T09:46:08,232.0,39.0,8.48
287036,2022-05-05T09:37:44,2022-05-05T09:52:08,13.0,176.0,14.4
287037,2022-05-05T09:37:45,2022-05-05T09:38:00,38.0,38.0,0.25
287038,2022-05-05T09:37:49,2022-05-05T09:43:52,157.0,9.0,6.05
287039,2022-05-05T09:37:53,2022-05-05T09:48:06,125.0,43.0,10.22
287040,2022-05-05T09:37:55,2022-05-05T09:44:10,193.0,190.0,6.25
287041,2022-05-05T09:37:57,2022-05-05T09:43:40,157.0,130.0,5.72
287042,2022-05-05T09:37:58,2022-05-05T09:38:16,213.0,213.0,0.3
287043,2022-05-05T09:37:58,2022-05-05T09:53:13,214.0,152.0,15.25
287044,2022-05-05T09:37:59,2022-05-05T09:51:58,116.0,224.0,13.98
287045,2022-05-05T09:38:01,2022-05-05T09:46:49,169.0,131.0,8.8
287046,2022-05-05T09:38:07,2022-05-05T09:45:06,149.0,130.0,6.98
287047,2022-05-05T09:38:08,2022-05-05T09:42:09,36.0,175.0,4.02
287048,2022-05-05T09:38:13,2022-05-05T09:55:38,262.0,96.0,17.42
287049,2022-05-05T09:38:14,2022-05-05T09:47:00,192.0,88.0,8.77
287050,2022-05-05T09:38:23,2022-05-05T09:44:35,42.0,26.0,6.2
287051,2022-05-05T09:38:26,2022-05-05T09:50:57,187.0,45.0,12.52
287052,2022-05-05T09:38:27,2022-05-05T09:46:26,195.0,106.0,7.98
287053,2022-05-05T09:38:32,2022-05-05T09:38:53,12.0,12.0,0.35
287054,2022-05-05T09:38:40,2022-05-05T09:38:59,38.0,38.0,0.32
287055,2022-05-05T09:38:42,2022-05-05T09:38:56,63.0,63.0,0.23
287056,2022-05-05T09:38:42,2022-05-05T09:56:11,204.0,213.0,17.48
287057,2022-05-05T09:38:43,2022-05-05T09:54:43,213.0,162.0,16.0
287058,2022-05-05T09:38:45,2022-05-05T09:54:59,26.0,92.0,16.23
287059,2022-05-05T09:38:58,2022-05-05T09:53:11,236.0,136.0,14.22
287060,2022-05-05T09:38:58,2022-05-05T09:58:01,174.0,95.0,19.05
287061,2022-05-05T09:39:00,2022-05-05T09:57:25,221.0,43.0,18.42
287062,2022-05-05T09:39:02,2022-05-05T09:47:17,76.0,72.0,8.25
287063,2022-05-05T09:39:02,2022-05-05T09:52:16,208.0,265.0,13.23
287064,2022-05-05T09:39:07,2022-05-05T10:02:39,144.0,181.0,23.53
287065,2022-05-05T09:39:08,2022-05-05T09:47:55,206.0,92.0,8.78
287066,2022-05-05T09:39:09,2022-05-05T09:48:26,62.0,122.0,9.28
287067,2022-05-05T09:39:17,2022-05-05T09:46:59,207.0,207.0,7.7
287068,2022-05-05T09:39:17,2022-05-05T10:02:20,227.0,204.0,23.05
287069,2022-05-05T09:39:19,2022-05-05T09:52:25,208.0,265.0,13.1
287070,2022-05-05T09:39:19,2022-05-05T09:39:34,220.0,220.0,0.25
287071,2022-05-05T09:39:21,2022-05-05T09:46:24,206.0,113.0,7.05
287072,2022-05-05T09:39:22,2022-05-05T09:49:24,133.0,84.0,10.03
287073,2022-05-05T09:39:30,2022-05-05T09:50:59,38.0,9.0,11.48
287074,2022-05-05T09:39:32,2022-05-05T10:00:11,240.0,19.0,20.65
287075,2022-05-05T09:39:33,2022-05-05T09:49:06,63.0,198.0,9.55
287076,2022-05-05T09:39:34,2022-05-05T09:49:14,219.0,72.0,9.67
287077,2022-05-05T09:39:41,2022-05-05T09:57:36,14.0,259.0,17.92
287078,2022-05-05T09:39:47,2022-05-05T09:45:27,195.0,170.0,5.67
287079,2022-05-05T09:39:54,2022-05-05T09:40:11,159.0,159.0,0.28
287080,2022-05-05T09:39:54,2022-05-05T09:55:07,44.0,121.0,15.22
287081,2022-05-05T09:39:57,2022-05-05T09:46:50,214.0,145.0,6.88
287082,2022-05-05T09:39:59,2022-05-05T09:40:16,79.0,79.0,0.28
287083,2022-05-05T09:40:06,2022-05-05T09:50:55,209.0,110.0,10.82
287084,2022-05-05T09:40:08,2022-05-05T09:47:08,186.0,73.0,7.0
287085,2022-05-05T09:40:17,2022-05-05T09:57:16,182.0,37.0,16.98
287086,2022-05-05T09:40:18,2022-05-05T09:41:46,124.0,124.0,1.47
287087,2022-05-05T09:40:43,2022-05-05T09:54:15,58.0,145.0,13.53
287088,2022-05-05T09:40:47,2022-05-05T09:41:02,237.0,237.0,0.25
287089,2022-05-05T09:40:51,2022-05-05T09:45:05,115.0,167.0,4.23
287090,2022-05-05T09:40:58,2022-05-05T09:46:31,74.0,83.0,5.55
287091,2022-05-05T09:41:01,2022-05-05T09:41:11,32.0,32.0,0.17
287092,2022-05-05T09:41:01,2022-05-05T09:55:40,79.0,130.0,14.65
287093,2022-05-05T09:41:05,2022-05-05T10:03:13,193.0,52.0,22.13
287094,2022-05-05T09:41:07,2022-05-05T09:52:46,30.0,180.0,11.65
287095,2022-05-05T09:41:16,2022-05-05T09:46:49,32.0,113.0,5.55
287096,2022-05-05T09:41:20,2022-05-05T09:42:03,237.0,237.0,0.72
287097,2022-05-05T09:41:22,2022-05-05T09:48:25,171.0,198.0,7.05
287098,2022-05-05T09:41:27,2022-05-05T09:51:58,17.0,112.0,10.52
287099,2022-05-05T09:41:28,2022-05-05T10:01:09,259.0,225.0,19.68
287100,2022-05-05T09:41:29,2022-05-05T09:49:09,157.0,160.0,7.67
287101,2022-05-05T09:41:36,2022-05-05T10:04:50,219.0,134.0,23.23
287102,2022-05-05T09:41:38,2022-05-05T10:19:18,159.0,90.0,37.67
287103,2022-05-05T09:41:55,2022-05-05T09:59:44,27.0,198.0,17.82
287104,2022-05-05T09:41:58,2022-05-05T10:00:54,10.0,149.0,18.93
287105,2022-05-05T09:42:00,2022-05-05T09:58:29,135.0,15.0,16.48
287106,2022-05-05T09:42:06,2022-05-05T10:00:36,65.0,183.0,18.5
287107,2022-05-05T09:42:07,2022-06-06T06:01:32,234.0,89.0,19.42
287108,2022-05-05T09:42:11,2022-05-05T09:45:59,190.0,66.0,3.8
287109,2022-05-05T09:42:14,2022-05-05T09:51:05,126.0,80.0,8.85
287110,2022-05-05T09:42:16,2022-05-05T09:56:03,220.0,224.0,13.78
287111,2022-05-05T09:42:21,2022-05-05T09:55:19,124.0,165.0,12.97
287112,2022-05-05T09:42:26,2022-05-05T09:55:51,163.0,39.0,13.42
287113,2022-05-05T09:42:26,2022-05-05T10:00:50,10.0,149.0,18.4
287114,2022-05-05T09:42:27,2022-05-05T09:50:06,55.0,74.0,7.65
287115,2022-05-05T09:42:34,2022-05-05T10:08:11,237.0,164.0,25.62
287116,2022-05-05T09:42:40,2022-05-05T09:52:11,7.0,194.0,9.52
287117,2022-05-05T09:43:00,2022-05-05T11:46:07,185.0,185.0,3.12
287118,2022-05-05T09:43:02,2022-05-05T09:43:18,220.0,220.0,0.27
287119,2022-05-05T09:43:10,2022-05-05T09:54:03,254.0,110.0,10.88
287120,2022-05-05T09:43:10,2022-05-05T09:57:19,247.0,11.0,14.15
287121,2022-05-05T09:43:13,2022-05-05T09:48:48,65.0,115.0,5.58
287122,2022-05-05T09:43:13,2022-05-05T09:56:34,56.0,43.0,13.35
287123,2022-05-05T09:43:14,2022-05-05T09:54:13,176.0,62.0,10.98
287124,2022-05-05T09:43:23,2022-05-05T10:58:50,185.0,185.0,15.45
287125,2022-05-05T09:43:25,2022-05-05T10:08:36,171.0,48.0,25.18
287126,2022-05-05T09:43:30,2022-05-05T09:58:15,163.0,155.0,14.75
287127,2022-05-05T09:43:33,2022-05-05T09:52:34,185.0,235.0,9.02
287128,2022-05-05T09:43:38,2022-05-05T10:17:45,119.0,129.0,34.12
287129,2022-05-05T09:43:40,2022-05-05T09:51:46,245.0,156.0,8.1
287130,2022-05-05T09:43:41,2022-05-05T10:05:59,260.0,30.0,22.3
287131,2022-05-05T09:43:54,2022-05-05T10:00:53,130.0,140.0,16.98
287132,2022-05-05T09:43:56,2022-05-05T09:59:12,168.0,115.0,15.27
287133,2022-05-05T09:43:58,2022-05-05T09:53:01,19.0,176.0,9.05
287134,2022-05-05T09:43:58,2022-05-05T09:44:22,250.0,250.0,0.4
287135,2022-05-05T09:44:02,2022-05-05T09:56:35,214.0,169.0,12.55
287136,2022-05-05T09:44:20,2022-05-05T10:07:27,227.0,115.0,23.12
287137,2022-05-05T09:44:23,2022-05-05T09:44:26,220.0,220.0,0.05
287138,2022-05-05T09:44:27,2022-05-05T10:00:38,179.0,96.0,16.18
287139,2022-05-05T09:44:28,2022-05-05T10:05:20,187.0,15.0,20.87
287140,2022-05-05T09:44:29,2022-05-05T09:57:03,46.0,135.0,12.57
287141,2022-05-05T09:44:38,2022-05-05T10:09:07,245.0,126.0,24.48
287142,2022-05-05T09:44:41,2022-05-05T09:48:01,250.0,201.0,3.33
287143,2022-05-05T09:44:41,2022-05-05T19:19:40,36.0,40.0,34.98
287144,2022-05-05T09:44:44,2022-05-05T09:54:09,65.0,126.0,9.42
287145,2022-05-05T09:44:53,2022-05-05T09:53:17,204.0,251.0,8.4
287146,2022-05-05T09:45:16,2022-05-05T09:45:26,177.0,177.0,0.17
287147,2022-05-05T09:45:16,2022-05-05T09:52:29,164.0,146.0,7.22
287148,2022-05-05T09:45:17,2022-05-05T09:57:52,206.0,141.0,12.58
287149,2022-05-05T09:45:19,2022-05-05T09:45:37,264.0,264.0,0.3
287150,2022-05-05T09:45:19,2022-05-05T09:53:56,49.0,135.0,8.62
287151,2022-05-05T09:45:22,2022-05-05T09:46:46,220.0,220.0,1.4
287152,2022-05-05T09:45:22,2022-05-05T09:57:34,253.0,69.0,12.2
287153,2022-05-05T09:45:24,2022-05-05T09:45:49,264.0,264.0,0.42
287154,2022-05-05T09:45:27,2022-05-05T10:01:38,247.0,172.0,16.18
287155,2022-05-05T09:45:34,2022-05-05T09:56:22,79.0,112.0,10.8
287156,2022-05-05T09:45:34,2022-05-05T10:06:34,140.0,200.0,21.0
287157,2022-05-05T09:45:35,2022-05-05T10:06:14,177.0,92.0,20.65
287158,2022-05-05T09:45:36,2022-05-05T09:47:52,220.0,220.0,2.27
287159,2022-05-05T09:45:41,2022-05-05T09:52:40,126.0,82.0,6.98
287160,2022-05-05T09:45:41,2022-05-05T09:58:02,168.0,7.0,12.35
287161,2022-05-05T09:45:44,2022-05-05T10:02:54,220.0,135.0,17.17
287162,2022-05-05T09:45:46,2022-05-05T10:11:07,177.0,114.0,25.35
287163,2022-05-05T09:45:48,2022-05-05T10:56:39,32.0,71.0,10.85
287164,2022-05-05T09:45:49,2022-05-05T09:57:50,100.0,131.0,12.02
287165,2022-05-05T09:45:50,2022-05-05T09:50:45,62.0,113.0,4.92
287166,2022-05-05T09:45:51,2022-05-05T10:02:12,67.0,203.0,16.35
287167,2022-05-05T09:45:52,2022-05-05T10:02:52,254.0,257.0,17.0
287168,2022-05-05T09:45:55,2022-05-05T09:46:54,177.0,177.0,0.98
287169,2022-05-05T09:45:56,2022-05-05T10:00:37,4.0,62.0,14.68
287170,2022-05-05T09:46:00,2022-05-05T09:56:31,76.0,201.0,10.52
287171,2022-05-05T09:46:02,2022-05-05T09:51:29,136.0,55.0,5.45
287172,2022-05-05T09:46:06,2022-05-05T09:53:59,160.0,267.0,7.88
287173,2022-05-05T09:46:06,2022-05-05T09:59:23,126.0,81.0,13.28
287174,2022-05-05T09:46:08,2022-05-05T09:55:01,14.0,168.0,8.88
287175,2022-05-05T09:46:27,2022-05-05T10:09:52,13.0,262.0,23.42
287176,2022-05-05T09:46:32,2022-05-05T10:00:47,66.0,38.0,14.25
287177,2022-05-05T09:46:35,2022-05-05T09:46:46,264.0,264.0,0.18
287178,2022-05-05T09:46:35,2022-05-05T10:08:43,140.0,78.0,22.13
287179,2022-05-05T09:46:36,2022-05-05T10:00:24,124.0,85.0,13.8
287180,2022-05-05T09:46:38,2022-05-05T09:59:58,86.0,191.0,13.33
287181,2022-05-05T09:46:47,2022-05-05T10:27:15,73.0,187.0,40.47
287182,2022-05-05T09:47:06,2022-05-05T10:02:40,177.0,129.0,15.57
287183,2022-05-05T09:47:11,2022-05-05T09:47:41,264.0,264.0,0.5
287184,2022-05-05T09:47:14,2022-05-05T09:48:07,264.0,264.0,0.88
287185,2022-05-05T09:47:21,2022-05-05T19:33:20,118.0,19.0,45.98
287186,2022-05-05T09:47:25,2022-05-05T09:55:39,15.0,9.0,8.23
287187,2022-05-05T09:47:28,2022-05-05T10:00:55,220.0,135.0,13.45
287188,2022-05-05T09:47:29,2022-05-05T09:56:29,115.0,157.0,9.0
287189,2022-05-05T09:47:35,2022-05-05T09:53:30,191.0,95.0,5.92
287190,2022-05-05T09:47:37,2022-05-05T09:52:01,208.0,59.0,4.4
287191,2022-05-05T09:47:37,2022-05-05T10:04:17,87.0,97.0,16.67
287192,2022-05-05T09:47:42,2022-05-05T10:09:24,217.0,168.0,21.7
287193,2022-05-05T09:47:47,2022-05-05T09:55:49,231.0,230.0,8.03
287194,2022-05-05T09:47:47,2022-05-05T10:03:30,206.0,213.0,15.72
287195,2022-05-05T09:47:47,2022-05-05T21:27:48,83.0,107.0,40.02
287196,2022-05-05T09:47:49,2022-05-05T09:52:19,221.0,182.0,4.5
287197,2022-05-05T09:47:50,2022-05-05T09:53:50,246.0,214.0,6.0
287198,2022-05-05T09:47:52,2022-05-05T10:04:44,50.0,107.0,16.87
287199,2022-05-05T09:47:57,2022-05-05T09:48:33,56.0,56.0,0.6
287200,2022-05-05T09:47:58,2022-05-05T09:56:01,73.0,100.0,8.05
287201,2022-05-05T09:48:09,2022-05-05T09:57:13,201.0,75.0,9.07
287202,2022-05-05T09:48:14,2022-05-05T09:48:34,264.0,264.0,0.33
287203,2022-05-05T09:48:14,2022-05-05T10:04:45,204.0,216.0,16.52
287204,2022-05-05T09:48:15,2022-05-05T09:59:56,53.0,169.0,11.68
287205,2022-05-05T09:48:18,2022-05-05T09:48:47,264.0,264.0,0.48
287206,2022-05-05T09:48:19,2022-05-05T09:57:17,19.0,53.0,8.97
287207,2022-05-05T09:48:24,2022-05-05T10:01:12,65.0,249.0,12.8
287208,2022-05-05T09:48:26,2022-05-05T10:00:13,13.0,57.0,11.78
287209,2022-05-05T09:48:27,2022-05-05T10:02:06,189.0,44.0,13.65
287210,2022-05-05T09:48:29,2022-05-05T10:02:28,220.0,135.0,13.98
287211,2022-05-05T09:48:33,2022-05-05T09:57:04,156.0,11.0,8.52
287212,2022-05-05T09:48:33,2022-05-05T10:13:13,173.0,52.0,24.67
287213,2022-05-05T09:48:33,2022-05-05T10:23:17,224.0,265.0,34.73
287214,2022-05-05T09:48:39,2022-05-05T10:09:59,63.0,205.0,21.33
287215,2022-05-05T09:48:48,2022-05-05T10:02:04,174.0,72.0,13.27
287216,2022-05-05T09:48:50,2022-05-05T10:03:51,106.0,236.0,15.02
287217,2022-05-05T09:48:51,2022-05-05T10:00:29,56.0,99.0,11.63
287218,2022-05-05T09:48:55,2022-05-05T09:49:22,77.0,77.0,0.45
287219,2022-05-05T09:48:55,2022-05-05T09:58:20,19.0,73.0,9.42
287220,2022-05-05T09:48:55,2022-05-05T09:49:15,150.0,150.0,0.33
287221,2022-05-05T09:48:58,2022-05-05T09:56:00,47.0,129.0,7.03
287222,2022-05-05T09:48:58,2022-05-05T10:16:12,45.0,42.0,27.23
287223,2022-05-05T09:49:03,2022-05-05T09:57:21,259.0,172.0,8.3
287224,2022-05-05T09:49:05,2022-05-05T10:00:34,168.0,115.0,11.48
287225,2022-05-05T09:49:06,2022-05-05T10:04:01,6.0,145.0,14.92
287226,2022-05-05T09:49:13,2022-05-05T10:04:38,55.0,190.0,15.42
287227,2022-05-05T09:49:16,2022-05-05T10:01:19,19.0,208.0,12.05
287228,2022-05-05T09:49:25,2022-05-05T09:49:36,243.0,243.0,0.18
287229,2022-05-05T09:49:26,2022-05-05T10:14:11,114.0,260.0,24.75
287230,2022-05-05T09:49:31,2022-05-05T10:00:05,136.0,78.0,10.57
287231,2022-05-05T09:49:31,2022-05-05T10:00:23,133.0,126.0,10.87
287232,2022-05-05T09:49:47,2022-05-05T16:54:17,207.0,59.0,4.5
287233,2022-05-05T09:49:48,2022-05-05T09:50:00,264.0,264.0,0.2
287234,2022-05-05T09:49:48,2022-05-05T10:01:07,165.0,61.0,11.32
287235,2022-05-05T09:49:51,2022-05-05T09:50:55,243.0,243.0,1.07
287236,2022-05-05T09:49:51,2022-05-05T10:04:08,7.0,251.0,14.28
287237,2022-05-05T09:49:52,2022-05-05T09:57:59,77.0,107.0,8.12
287238,2022-05-05T09:49:58,2022-05-05T09:58:15,85.0,52.0,8.28
287239,2022-05-05T09:50:01,2022-05-05T13:37:51,129.0,129.0,47.83
287240,2022-05-05T09:50:04,2022-05-05T09:55:53,47.0,129.0,5.82
287241,2022-05-05T09:50:05,2022-05-05T10:07:54,140.0,19.0,17.82
287242,2022-05-05T09:50:08,2022-05-05T10:00:02,189.0,170.0,9.9
287243,2022-05-05T09:50:11,2022-05-05T09:50:21,264.0,264.0,0.17
287244,2022-05-05T09:50:12,2022-05-05T10:01:40,247.0,265.0,11.47
287245,2022-05-05T09:50:17,2022-05-05T10:25:28,227.0,152.0,35.18
287246,2022-05-05T09:50:21,2022-05-05T09:57:31,90.0,110.0,7.17
287247,2022-05-05T09:50:22,2022-05-05T09:55:48,262.0,144.0,5.43
287248,2022-05-05T09:50:22,2022-05-05T10:07:27,201.0,33.0,17.08
287249,2022-05-05T09:50:27,2022-05-05T10:02:20,172.0,194.0,11.88
287250,2022-05-05T09:50:28,2022-05-05T09:50:44,264.0,264.0,0.27
287251,2022-05-05T09:50:28,2022-05-05T09:57:23,25.0,133.0,6.92
287252,2022-05-05T09:50:31,2022-05-05T09:51:19,139.0,139.0,0.8
287253,2022-05-05T09:50:39,2022-05-05T12:03:57,57.0,57.0,13.3
287254,2022-05-05T09:50:47,2022-05-05T10:08:27,75.0,262.0,17.67
287255,2022-05-05T09:50:48,2022-05-05T09:54:51,64.0,90.0,4.05
287256,2022-05-05T09:50:49,2022-05-05T10:02:34,129.0,99.0,11.75
287257,2022-05-05T09:50:51,2022-05-05T10:02:10,145.0,114.0,11.32
287258,2022-05-05T09:50:57,2022-05-05T09:51:54,162.0,162.0,0.95
287259,2022-05-05T09:50:59,2022-05-05T10:09:49,175.0,195.0,18.83
287260,2022-05-05T09:51:04,2022-05-05T10:23:30,236.0,237.0,32.43
287261,2022-05-05T09:51:05,2022-05-05T09:52:35,186.0,186.0,1.5
287262,2022-05-05T09:51:07,2022-05-05T09:51:15,264.0,264.0,0.13
287263,2022-05-05T09:51:09,2022-05-05T09:51:26,243.0,243.0,0.28
287264,2022-05-05T09:51:10,2022-05-05T10:10:28,244.0,252.0,19.3
287265,2022-05-05T09:51:34,2022-05-05T10:02:17,204.0,145.0,10.72
287266,2022-05-05T09:51:36,2022-05-05T09:51:51,264.0,264.0,0.25
287267,2022-05-05T09:51:37,2022-05-05T10:05:51,181.0,86.0,14.23
287268,2022-05-05T09:51:38,2022-05-05T09:57:58,243.0,178.0,6.33
287269,2022-05-05T09:51:49,2022-05-05T10:00:49,180.0,187.0,9.0
287270,2022-05-05T09:51:52,2022-05-05T09:52:43,208.0,208.0,0.85
287271,2022-05-05T09:51:53,2022-05-05T09:54:35,220.0,220.0,2.7
287272,2022-05-05T09:52:01,2022-05-05T10:00:45,129.0,220.0,8.73
287273,2022-05-05T09:52:02,2022-05-05T10:10:08,145.0,130.0,18.1
287274,2022-05-05T09:52:04,2022-05-05T09:52:10,264.0,264.0,0.1
287275,2022-05-05T09:52:10,2022-05-05T09:55:55,49.0,50.0,3.75
287276,2022-05-05T09:52:10,2022-05-05T10:01:43,148.0,167.0,9.55
287277,2022-05-05T09:52:11,2022-05-05T10:01:45,92.0,13.0,9.57
287278,2022-05-05T09:52:12,2022-05-05T10:00:34,244.0,235.0,8.37
287279,2022-05-05T09:52:13,2022-05-05T09:54:04,7.0,7.0,1.85
287280,2022-05-05T09:52:15,2022-05-05T10:09:47,252.0,170.0,17.53
287281,2022-05-05T09:52:19,2022-05-05T10:59:19,9.0,7.0,7.0
287282,2022-05-05T09:52:20,2022-05-05T09:52:37,75.0,75.0,0.28
287283,2022-05-05T09:52:20,2022-05-05T09:52:42,130.0,130.0,0.37
287284,2022-05-05T09:52:22,2022-05-05T10:07:27,30.0,66.0,15.08
287285,2022-05-05T09:52:28,2022-05-05T10:02:17,118.0,62.0,9.82
287286,2022-05-05T09:52:40,2022-05-05T09:57:57,186.0,180.0,5.28
287287,2022-05-05T09:52:43,2022-05-05T10:23:57,224.0,265.0,31.23
287288,2022-05-05T09:52:45,2022-05-05T16:37:37,75.0,75.0,44.87
287289,2022-05-05T09:52:53,2022-05-05T10:19:25,121.0,93.0,26.53
287290,2022-05-05T09:52:54,2022-05-05T10:02:53,57.0,16.0,9.98
287291,2022-05-05T09:52:54,2022-05-05T10:20:24,186.0,74.0,27.5
287292,2022-05-05T09:52:56,2022-05-05T09:58:39,168.0,125.0,5.72
287293,2022-05-05T09:52:56,2022-05-05T10:05:39,130.0,10.0,12.72
287294,2022-05-05T09:52:59,2022-05-05T10:12:44,162.0,76.0,19.75
287295,2022-05-05T09:53:00,2022-05-05T09:53:19,264.0,264.0,0.32
287296,2022-05-05T09:53:03,2022-05-05T10:08:12,90.0,175.0,15.15
287297,2022-05-05T09:53:04,2022-05-05T09:57:48,75.0,106.0,4.73
287298,2022-05-05T09:53:07,2022-05-05T09:53:31,264.0,264.0,0.4
287299,2022-05-05T09:53:12,2022-05-05T10:07:54,83.0,42.0,14.7
287300,2022-05-05T09:53:20,2022-05-05T10:04:06,7.0,162.0,10.77
287301,2022-05-05T09:53:36,2022-05-05T10:05:56,62.0,162.0,12.33
287302,2022-05-05T09:53:37,2022-05-05T10:03:50,133.0,230.0,10.22
287303,2022-05-05T09:53:37,2022-05-05T10:04:35,19.0,208.0,10.97
287304,2022-05-05T09:53:48,2022-05-05T09:54:04,12.0,12.0,0.27
287305,2022-05-05T09:53:48,2022-05-05T10:04:04,185.0,54.0,10.27
287306,2022-05-05T09:53:49,2022-05-05T10:10:52,161.0,222.0,17.05
287307,2022-05-05T09:54:04,2022-05-05T10:05:27,126.0,38.0,11.38
287308,2022-05-05T09:54:05,2022-05-05T10:12:30,46.0,209.0,18.42
287309,2022-05-05T09:54:12,2022-05-05T09:54:39,264.0,264.0,0.45
287310,2022-05-05T09:54:15,2022-05-05T09:54:54,264.0,264.0,0.65
287311,2022-05-05T09:54:20,2022-05-05T10:07:53,245.0,58.0,13.55
287312,2022-05-05T09:54:20,2022-05-05T10:09:38,26.0,102.0,15.3
287313,2022-05-05T09:54:26,2022-05-05T10:03:46,7.0,121.0,9.33
287314,2022-05-05T09:54:34,2022-05-05T10:05:44,236.0,136.0,11.17
287315,2022-05-05T09:54:39,2022-05-05T10:21:29,168.0,185.0,26.83
287316,2022-05-05T09:54:41,2022-05-05T10:07:13,50.0,119.0,12.53
287317,2022-05-05T09:54:47,2022-05-05T10:05:52,93.0,26.0,11.08
287318,2022-05-05T09:54:48,2022-05-05T16:20:06,163.0,8.0,25.3
287319,2022-05-05T09:55:04,2022-05-05T09:55:22,264.0,264.0,0.3
287320,2022-05-05T09:55:15,2022-05-05T09:55:25,149.0,149.0,0.17
287321,2022-05-05T09:55:15,2022-05-05T10:13:51,17.0,211.0,18.6
287322,2022-05-05T09:55:24,2022-05-05T10:07:35,78.0,179.0,12.18
287323,2022-05-05T09:55:26,2022-05-05T10:04:23,65.0,95.0,8.95
287324,2022-05-05T09:55:29,2022-05-05T10:12:06,170.0,45.0,16.62
287325,2022-05-05T09:55:29,2022-05-05T10:16:38,141.0,30.0,21.15
287326,2022-05-05T09:55:35,2022-05-05T10:55:14,126.0,207.0,59.65
287327,2022-05-05T09:55:39,2022-05-05T10:04:55,132.0,50.0,9.27
287328,2022-05-05T09:55:41,2022-05-05T10:03:59,149.0,268.0,8.3
287329,2022-05-05T09:55:49,2022-05-05T10:20:25,220.0,266.0,24.6
287330,2022-05-05T09:56:00,2022-05-05T10:27:39,167.0,79.0,31.65
287331,2022-05-05T09:56:02,2022-05-05T10:16:21,90.0,161.0,20.32
287332,2022-05-05T09:56:26,2022-05-05T09:56:41,264.0,264.0,0.25
287333,2022-05-05T09:56:32,2022-05-05T10:05:45,33.0,128.0,9.22
287334,2022-05-05T09:56:38,2022-05-05T09:56:55,182.0,182.0,0.28
287335,2022-05-05T09:56:41,2022-05-05T10:16:15,125.0,264.0,19.57
287336,2022-05-05T09:56:43,2022-05-05T10:01:46,50.0,50.0,5.05
287337,2022-05-05T09:56:43,2022-05-05T10:04:07,79.0,100.0,7.4
287338,2022-05-05T09:56:44,2022-05-05T10:06:17,19.0,110.0,9.55
287339,2022-05-05T09:56:57,2022-05-05T09:57:10,264.0,264.0,0.22
287340,2022-05-05T09:57:10,2022-05-05T10:02:37,148.0,158.0,5.45
287341,2022-05-05T09:57:15,2022-05-05T09:59:48,50.0,53.0,2.55
287342,2022-05-05T09:57:16,2022-05-05T09:57:30,220.0,220.0,0.23
287343,2022-05-05T09:57:20,2022-05-05T10:28:12,185.0,269.0,30.87
287344,2022-05-05T09:57:20,2022-05-05T10:50:23,137.0,31.0,53.05
287345,2022-05-05T09:57:27,2022-05-05T10:14:29,182.0,265.0,17.03
287346,2022-05-05T09:57:33,2022-05-05T10:07:32,34.0,31.0,9.98
287347,2022-05-05T09:57:35,2022-05-05T09:58:01,41.0,41.0,0.43
287348,2022-05-05T09:57:37,2022-05-05T10:07:53,13.0,99.0,10.27
287349,2022-05-05T09:57:53,2022-05-05T10:06:43,42.0,33.0,8.83
287350,2022-05-05T09:57:56,2022-05-05T10:13:59,219.0,247.0,16.05
