id,unlock_date,lock_date,station_unlock,station_lock,trip_minutes
283833,2022-05-05T00:05:49,2022-05-05T00:17:01,180.0,175.0,11.2
283834,2022-05-05T00:05:52,2022-05-05T00:13:02,169.0,121.0,7.17
283835,2022-05-05T00:05:53,2022-05-05T00:12:37,25.0,61.0,6.73
283836,2022-05-05T00:06:02,2022-05-05T00:13:04,169.0,121.0,7.03
283837,2022-05-05T00:06:04,2022-05-05T00:28:20,261.0,250.0,22.27
283838,2022-05-05T00:06:11,2022-05-05T00:14:01,69.0,102.0,7.83
283839,2022-05-05T00:06:12,2022-05-05T00:32:32,246.0,2.0,26.33
283840,2022-05-05T00:06:13,2022-05-05T00:13:17,169.0,121.0,7.07
283841,2022-05-05T00:06:15,2022-05-05T00:13:41,19.0,46.0,7.43
283842,2022-05-05T00:06:18,2022-05-05T00:23:40,135.0,232.0,17.37
283843,2022-05-05T00:06:23,2022-05-05T00:13:05,26.0,117.0,6.7
283844,2022-05-05T00:06:24,2022-05-05T00:15:51,249.0,65.0,9.45
283845,2022-05-05T00:06:26,2022-05-05T07:00:34,246.0,256.0,54.13
283846,2022-05-05T00:06:30,2022-05-05T00:21:43,31.0,221.0,15.22
283847,2022-05-05T00:06:30,2022-05-05T00:23:37,135.0,232.0,17.12
283848,2022-05-05T00:06:33,2022-05-05T00:32:36,246.0,2.0,26.05
283849,2022-05-05T00:06:43,2022-05-05T00:09:23,145.0,153.0,2.67
283850,2022-05-05T00:06:45,2022-05-05T00:20:16,175.0,45.0,13.52
283851,2022-05-05T00:06:53,2022-05-05T00:17:21,208.0,175.0,10.47
283852,2022-05-05T00:06:56,2022-05-05T00:07:12,126.0,126.0,0.27
283853,2022-05-05T00:07:02,2022-05-05T00:20:30,208.0,119.0,13.47
283854,2022-05-05T00:07:13,2022-05-05T00:48:28,252.0,202.0,41.25
283855,2022-05-05T00:07:15,2022-05-05T00:23:45,151.0,135.0,16.5
283856,2022-05-05T00:07:21,2022-05-05T00:16:28,131.0,232.0,9.12
283857,2022-05-05T00:07:31,2022-05-05T00:24:37,47.0,13.0,17.1
283858,2022-05-05T00:07:43,2022-05-05T00:26:16,116.0,189.0,18.55
283859,2022-05-05T00:07:51,2022-05-05T00:18:30,9.0,171.0,10.65
283860,2022-05-05T00:07:55,2022-05-05T00:30:24,261.0,19.0,22.48
283861,2022-05-05T00:07:58,2022-05-05T00:16:32,149.0,125.0,8.57
283862,2022-05-05T00:07:58,2022-05-05T00:14:48,261.0,217.0,6.83
283863,2022-05-05T00:08:07,2022-05-05T00:08:26,146.0,146.0,0.32
283864,2022-05-05T00:08:14,2022-05-05T00:28:01,192.0,139.0,19.78
283865,2022-05-05T00:08:20,2022-05-05T00:19:33,208.0,212.0,11.22
283866,2022-05-05T00:08:20,2022-05-05T00:22:05,126.0,189.0,13.75
283867,2022-05-05T00:08:23,2022-05-05T00:27:49,155.0,181.0,19.43
283868,2022-05-05T00:08:25,2022-05-05T00:24:57,47.0,13.0,16.53
283869,2022-05-05T00:08:38,2022-05-05T00:35:50,139.0,184.0,27.2
283870,2022-05-05T00:08:44,2022-05-05T00:18:51,169.0,116.0,10.12
283871,2022-05-05T00:08:51,2022-05-05T00:22:34,164.0,170.0,13.72
283872,2022-05-05T00:09:01,2022-05-05T00:34:39,136.0,256.0,25.63
283873,2022-05-05T00:09:05,2022-05-05T00:34:36,75.0,247.0,25.52
283874,2022-05-05T00:09:13,2022-05-05T00:32:55,128.0,237.0,23.7
283875,2022-05-05T00:09:15,2022-05-05T00:30:14,146.0,129.0,20.98
283876,2022-05-05T00:09:25,2022-05-05T00:15:57,169.0,18.0,6.53
283877,2022-05-05T00:09:25,2022-05-05T00:18:55,264.0,120.0,9.5
283878,2022-05-05T00:09:34,2022-05-05T00:25:28,43.0,226.0,15.9
283879,2022-05-05T00:09:36,2022-05-05T00:15:45,32.0,59.0,6.15
283880,2022-05-05T00:09:41,2022-05-05T00:18:47,169.0,1.0,9.1
283881,2022-05-05T00:09:44,2022-05-05T00:20:52,118.0,63.0,11.13
283882,2022-05-05T00:09:49,2022-05-05T00:31:13,167.0,196.0,21.4
283883,2022-05-05T00:09:58,2022-05-05T00:28:44,37.0,220.0,18.77
283884,2022-05-05T00:10:09,2022-05-05T00:10:39,37.0,37.0,0.5
283885,2022-05-05T00:10:18,2022-05-05T00:43:56,26.0,250.0,33.63
283886,2022-05-05T00:10:25,2022-05-05T00:19:16,106.0,30.0,8.85
283887,2022-05-05T00:10:26,2022-05-05T00:17:24,74.0,84.0,6.97
283888,2022-05-05T00:10:30,2022-05-05T00:16:15,44.0,34.0,5.75
283889,2022-05-05T00:10:33,2022-05-05T00:13:29,57.0,178.0,2.93
283890,2022-05-05T00:10:43,2022-05-05T00:17:03,53.0,44.0,6.33
283891,2022-05-05T00:10:45,2022-05-05T00:24:30,155.0,189.0,13.75
283892,2022-05-05T00:10:46,2022-05-05T00:13:32,114.0,171.0,2.77
283893,2022-05-05T00:10:49,2022-05-05T00:18:12,102.0,196.0,7.38
283894,2022-05-05T00:10:49,2022-05-05T00:24:22,150.0,8.0,13.55
283895,2022-05-05T00:10:52,2022-05-05T00:17:53,81.0,226.0,7.02
283896,2022-05-05T00:10:55,2022-05-05T00:20:58,79.0,49.0,10.05
283897,2022-05-05T00:11:21,2022-05-05T00:30:49,125.0,127.0,19.47
283898,2022-05-05T00:11:27,2022-05-05T00:18:18,36.0,182.0,6.85
283899,2022-05-05T00:11:30,2022-05-05T00:21:13,63.0,30.0,9.72
283900,2022-05-05T00:11:40,2022-05-05T00:32:50,199.0,41.0,21.17
283901,2022-05-05T00:11:41,2022-05-05T00:24:58,45.0,14.0,13.28
283902,2022-05-05T00:11:50,2022-05-05T00:26:45,205.0,65.0,14.92
283903,2022-05-05T00:11:50,2022-05-05T00:32:50,194.0,145.0,21.0
283904,2022-05-05T00:11:54,2022-05-05T00:20:19,57.0,136.0,8.42
283905,2022-05-05T00:11:55,2022-05-05T00:12:16,57.0,57.0,0.35
283906,2022-05-05T00:12:06,2022-05-05T00:35:11,56.0,247.0,23.08
283907,2022-05-05T00:12:07,2022-05-05T00:19:47,156.0,12.0,7.67
283908,2022-05-05T00:12:07,2022-05-05T00:23:57,96.0,226.0,11.83
283909,2022-05-05T00:12:08,2022-05-05T00:23:11,25.0,177.0,11.05
283910,2022-05-05T00:12:15,2022-05-05T00:27:56,149.0,35.0,15.68
283911,2022-05-05T00:12:17,2022-05-05T00:23:23,186.0,52.0,11.1
283912,2022-05-05T00:12:17,2022-05-05T00:24:21,145.0,217.0,12.07
283913,2022-05-05T00:12:20,2022-05-05T00:23:34,25.0,177.0,11.23
283914,2022-05-05T00:12:23,2022-05-05T00:24:18,208.0,42.0,11.92
283915,2022-05-05T00:12:35,2022-05-05T00:19:54,154.0,198.0,7.32
283916,2022-05-05T00:12:37,2022-05-05T00:20:04,57.0,136.0,7.45
283917,2022-05-05T00:12:49,2022-05-05T00:25:04,208.0,133.0,12.25
283918,2022-05-05T00:12:51,2022-05-05T00:16:03,196.0,201.0,3.2
283919,2022-05-05T00:12:51,2022-05-05T00:35:00,51.0,118.0,22.15
283920,2022-05-05T00:12:54,2022-05-05T00:36:01,30.0,236.0,23.12
283921,2022-05-05T00:12:55,2022-05-05T00:25:14,208.0,133.0,12.32
283922,2022-05-05T00:12:56,2022-05-05T00:22:30,58.0,48.0,9.57
283923,2022-05-05T00:13:12,2022-05-05T00:21:59,49.0,183.0,8.78
283924,2022-05-05T00:13:13,2022-05-05T00:28:27,145.0,197.0,15.23
283925,2022-05-05T00:13:16,2022-05-05T00:23:38,167.0,146.0,10.37
283926,2022-05-05T00:13:18,2022-05-05T00:23:33,94.0,58.0,10.25
283927,2022-05-05T00:13:20,2022-05-05T00:25:52,94.0,13.0,12.53
283928,2022-05-05T00:13:29,2022-05-05T00:37:19,160.0,172.0,23.83
283929,2022-05-05T00:13:33,2022-05-05T00:48:35,252.0,202.0,35.03
283930,2022-05-05T00:13:34,2022-05-05T00:23:51,6.0,213.0,10.28
283931,2022-05-05T00:13:37,2022-05-05T00:50:58,172.0,45.0,37.35
283932,2022-05-05T00:13:39,2022-05-05T00:31:30,172.0,14.0,17.85
283933,2022-05-05T00:13:48,2022-05-05T00:22:55,226.0,229.0,9.12
283934,2022-05-05T00:14:03,2022-05-05T00:28:03,55.0,188.0,14.0
283935,2022-05-05T00:14:04,2022-05-05T00:22:43,186.0,55.0,8.65
283936,2022-05-05T00:14:19,2022-05-05T00:21:36,171.0,204.0,7.28
283937,2022-05-05T00:14:27,2022-05-05T00:14:43,38.0,38.0,0.27
283938,2022-05-05T00:14:32,2022-05-05T00:32:04,141.0,75.0,17.53
283939,2022-05-05T00:14:43,2022-05-05T00:14:57,77.0,77.0,0.23
283940,2022-05-05T00:14:48,2022-05-05T00:20:51,49.0,34.0,6.05
283941,2022-05-05T00:14:56,2022-05-05T00:27:56,151.0,95.0,13.0
283942,2022-05-05T00:15:02,2022-05-05T00:36:03,263.0,77.0,21.02
283943,2022-05-05T00:15:06,2022-05-05T00:27:46,137.0,97.0,12.67
283944,2022-05-05T00:15:26,2022-05-05T00:33:31,248.0,226.0,18.08
283945,2022-05-05T00:15:35,2022-05-05T00:19:32,38.0,43.0,3.95
283946,2022-05-05T00:15:37,2022-05-05T00:19:36,194.0,65.0,3.98
283947,2022-05-05T00:15:51,2022-05-05T00:34:30,128.0,67.0,18.65
283948,2022-05-05T00:15:53,2022-05-05T00:30:10,77.0,244.0,14.28
283949,2022-05-05T00:15:55,2022-05-05T00:20:11,87.0,67.0,4.27
283950,2022-05-05T00:15:58,2022-05-05T00:16:23,96.0,96.0,0.42
283951,2022-05-05T00:16:03,2022-05-05T00:24:00,107.0,90.0,7.95
283952,2022-05-05T00:16:09,2022-05-05T00:44:29,200.0,135.0,28.33
283953,2022-05-05T00:16:15,2022-05-05T00:32:22,48.0,191.0,16.12
283954,2022-05-05T00:16:27,2022-05-05T00:35:47,44.0,224.0,19.33
283955,2022-05-05T00:16:29,2022-05-05T00:22:17,30.0,18.0,5.8
283956,2022-05-05T00:16:32,2022-05-05T00:22:58,161.0,17.0,6.43
283957,2022-05-05T00:17:01,2022-05-05T00:30:35,15.0,264.0,13.57
283958,2022-05-05T00:17:04,2022-05-05T00:28:27,96.0,204.0,11.38
283959,2022-05-05T00:17:06,2022-05-05T00:29:37,74.0,129.0,12.52
283960,2022-05-05T00:17:06,2022-05-05T00:49:13,145.0,187.0,32.12
283961,2022-05-05T00:17:07,2022-05-05T00:28:23,37.0,194.0,11.27
283962,2022-05-05T00:17:22,2022-05-05T00:17:27,39.0,39.0,0.08
283963,2022-05-05T00:17:37,2022-05-05T00:33:51,151.0,180.0,16.23
283964,2022-05-05T00:17:38,2022-05-05T00:24:14,122.0,133.0,6.6
283965,2022-05-05T00:17:51,2022-05-05T00:37:29,39.0,234.0,19.63
283966,2022-05-05T00:17:53,2022-05-05T00:27:52,25.0,189.0,9.98
283967,2022-05-05T00:17:54,2022-05-05T00:18:11,1.0,1.0,0.28
283968,2022-05-05T00:17:55,2022-05-05T00:25:29,34.0,178.0,7.57
283969,2022-05-05T00:17:55,2022-05-05T00:31:22,1.0,121.0,13.45
283970,2022-05-05T00:18:24,2022-05-05T00:31:10,1.0,121.0,12.77
283971,2022-05-05T00:18:48,2022-05-05T00:36:50,10.0,129.0,18.03
283972,2022-05-05T00:19:16,2022-05-05T00:19:58,118.0,118.0,0.7
283973,2022-05-05T00:19:30,2022-05-05T00:27:55,261.0,260.0,8.42
283974,2022-05-05T00:19:32,2022-05-05T00:38:40,132.0,184.0,19.13
283975,2022-05-05T00:19:34,2022-05-05T00:44:07,141.0,259.0,24.55
283976,2022-05-05T00:19:37,2022-05-05T00:19:59,157.0,157.0,0.37
283977,2022-05-05T00:19:37,2022-05-05T00:36:21,102.0,242.0,16.73
283978,2022-05-05T00:19:40,2022-05-05T00:27:12,207.0,208.0,7.53
283979,2022-05-05T00:19:55,2022-05-05T14:15:45,124.0,259.0,55.83
283980,2022-05-05T00:19:58,2022-05-05T00:27:42,45.0,47.0,7.73
283981,2022-05-05T00:20:08,2022-05-05T00:25:44,157.0,139.0,5.6
283982,2022-05-05T00:20:13,2022-05-05T00:29:27,26.0,55.0,9.23
283983,2022-05-05T00:20:14,2022-05-05T00:22:43,213.0,247.0,2.48
283984,2022-05-05T00:20:14,2022-05-05T00:28:49,43.0,220.0,8.58
283985,2022-05-05T00:20:26,2022-05-05T00:47:15,12.0,185.0,26.82
283986,2022-05-05T00:20:29,2022-05-05T00:26:22,166.0,254.0,5.88
283987,2022-05-05T00:20:42,2022-05-05T00:20:53,151.0,151.0,0.18
283988,2022-05-05T00:20:43,2022-05-05T00:27:03,129.0,49.0,6.33
283989,2022-05-05T00:20:55,2022-05-05T00:31:28,151.0,166.0,10.55
283990,2022-05-05T00:21:13,2022-05-05T00:44:33,118.0,202.0,23.33
283991,2022-05-05T00:21:19,2022-05-05T00:31:37,207.0,18.0,10.3
283992,2022-05-05T00:21:20,2022-05-05T00:39:35,91.0,13.0,18.25
283993,2022-05-05T00:21:29,2022-05-05T00:33:14,159.0,259.0,11.75
283994,2022-05-05T00:21:40,2022-05-05T00:38:42,50.0,106.0,17.03
283995,2022-05-05T00:21:42,2022-05-05T00:29:46,53.0,135.0,8.07
283996,2022-05-05T00:21:49,2022-05-05T00:30:40,43.0,86.0,8.85
283997,2022-05-05T00:22:01,2022-05-05T00:31:16,151.0,166.0,9.25
283998,2022-05-05T00:22:18,2022-05-05T00:32:00,124.0,10.0,9.7
283999,2022-05-05T00:22:50,2022-05-05T00:33:58,16.0,178.0,11.13
284000,2022-05-05T00:23:01,2022-05-05T00:33:32,82.0,181.0,10.52
284001,2022-05-05T00:23:03,2022-05-05T00:33:26,131.0,45.0,10.38
284002,2022-05-05T00:23:05,2022-05-05T00:27:58,85.0,179.0,4.88
284003,2022-05-05T00:23:18,2022-05-05T00:23:37,102.0,102.0,0.32
284004,2022-05-05T00:23:18,2022-05-05T01:11:40,97.0,233.0,48.37
284005,2022-05-05T00:23:25,2022-05-05T00:30:02,166.0,192.0,6.62
284006,2022-05-05T00:23:39,2022-05-05T00:28:07,57.0,38.0,4.47
284007,2022-05-05T00:23:42,2022-05-05T00:24:01,218.0,218.0,0.32
284008,2022-05-05T00:23:49,2022-05-05T00:36:14,44.0,224.0,12.42
284009,2022-05-05T00:23:54,2022-05-05T00:30:11,102.0,195.0,6.28
284010,2022-05-05T00:23:54,2022-05-05T00:53:05,118.0,242.0,29.18
284011,2022-05-05T00:24:07,2022-05-05T01:23:36,202.0,202.0,59.48
284012,2022-05-05T00:24:10,2022-05-05T00:29:39,218.0,122.0,5.48
284013,2022-05-05T00:24:11,2022-05-05T00:24:39,195.0,195.0,0.47
284014,2022-05-05T00:24:12,2022-05-05T00:37:17,87.0,199.0,13.08
284015,2022-05-05T00:24:24,2022-05-05T00:29:45,218.0,122.0,5.35
284016,2022-05-05T00:24:34,2022-05-05T00:32:37,164.0,8.0,8.05
284017,2022-05-05T00:24:35,2022-05-05T00:24:51,129.0,129.0,0.27
284018,2022-05-05T00:24:47,2022-05-05T00:27:14,202.0,170.0,2.45
284019,2022-05-05T00:24:50,2022-05-05T00:45:08,135.0,175.0,20.3
284020,2022-05-05T00:24:53,2022-05-05T00:25:41,208.0,208.0,0.8
284021,2022-05-05T00:24:57,2022-05-05T00:32:54,62.0,208.0,7.95
284022,2022-05-05T00:25:02,2022-05-05T00:42:57,129.0,175.0,17.92
284023,2022-05-05T00:25:03,2022-05-05T00:42:37,7.0,204.0,17.57
284024,2022-05-05T00:25:15,2022-05-05T00:29:28,163.0,16.0,4.22
284025,2022-05-05T00:25:15,2022-05-05T00:34:02,264.0,14.0,8.78
284026,2022-05-05T00:25:16,2022-05-05T00:34:51,164.0,19.0,9.58
284027,2022-05-05T00:25:19,2022-05-05T00:33:40,125.0,211.0,8.35
284028,2022-05-05T00:25:23,2022-05-05T00:41:37,91.0,245.0,16.23
284029,2022-05-05T00:25:36,2022-05-05T00:35:09,146.0,204.0,9.55
284030,2022-05-05T00:25:38,2022-05-05T00:46:29,176.0,176.0,20.85
284031,2022-05-05T00:25:46,2022-05-05T17:16:05,187.0,189.0,50.32
284032,2022-05-05T00:26:01,2022-05-05T00:26:37,7.0,7.0,0.6
284033,2022-05-05T00:26:02,2022-05-05T00:42:47,208.0,181.0,16.75
284034,2022-05-05T00:26:14,2022-05-05T00:26:57,19.0,19.0,0.72
284035,2022-05-05T00:26:27,2022-05-05T00:36:00,128.0,187.0,9.55
284036,2022-05-05T00:26:32,2022-05-05T00:27:12,83.0,83.0,0.67
284037,2022-05-05T00:26:37,2022-05-05T00:33:33,49.0,34.0,6.93
284038,2022-05-05T00:26:38,2022-05-05T00:40:15,49.0,58.0,13.62
284039,2022-05-05T00:26:55,2022-05-05T00:39:09,7.0,204.0,12.23
284040,2022-05-05T00:26:58,2022-05-05T00:31:50,38.0,19.0,4.87
284041,2022-05-05T00:27:14,2022-05-05T00:34:53,220.0,244.0,7.65
284042,2022-05-05T00:27:18,2022-05-05T00:34:15,206.0,157.0,6.95
284043,2022-05-05T00:27:42,2022-05-05T00:38:20,19.0,128.0,10.63
284044,2022-05-05T00:27:44,2022-05-05T00:43:36,38.0,136.0,15.87
284045,2022-05-05T00:27:44,2022-05-05T01:05:23,13.0,14.0,37.65
284046,2022-05-05T00:28:10,2022-05-05T00:52:46,45.0,217.0,24.6
284047,2022-05-05T00:28:11,2022-05-05T00:28:21,216.0,216.0,0.17
284048,2022-05-05T00:28:13,2022-05-05T00:28:37,35.0,35.0,0.4
284049,2022-05-05T00:28:17,2022-05-05T00:39:29,150.0,121.0,11.2
284050,2022-05-05T00:28:21,2022-05-05T00:55:28,195.0,15.0,27.12
284051,2022-05-05T00:28:22,2022-05-05T00:29:30,208.0,208.0,1.13
284052,2022-05-05T00:28:24,2022-05-05T00:38:01,75.0,200.0,9.62
284053,2022-05-05T00:28:35,2022-05-05T00:36:23,38.0,224.0,7.8
284054,2022-05-05T00:28:35,2022-05-05T00:38:15,146.0,204.0,9.67
284055,2022-05-05T00:28:36,2022-05-05T00:54:58,216.0,233.0,26.37
284056,2022-05-05T00:28:40,2022-05-05T00:42:23,138.0,251.0,13.72
284057,2022-05-05T00:28:45,2022-05-05T00:53:53,56.0,220.0,25.13
284058,2022-05-05T00:28:48,2022-05-05T00:41:08,74.0,49.0,12.33
284059,2022-05-05T00:28:53,2022-05-05T00:38:08,30.0,190.0,9.25
284060,2022-05-05T00:28:53,2022-05-05T00:49:50,83.0,237.0,20.95
284061,2022-05-05T00:29:01,2022-05-05T00:45:59,96.0,129.0,16.97
284062,2022-05-05T00:29:04,2022-05-05T00:41:46,35.0,157.0,12.7
284063,2022-05-05T00:29:12,2022-05-05T00:46:05,47.0,91.0,16.88
284064,2022-05-05T00:29:14,2022-05-05T00:38:10,166.0,146.0,8.93
284065,2022-05-05T00:29:14,2022-05-05T00:40:09,165.0,113.0,10.92
284066,2022-05-05T00:29:39,2022-05-05T00:48:31,207.0,221.0,18.87
284067,2022-05-05T00:29:53,2022-05-05T01:13:37,164.0,172.0,43.73
284068,2022-05-05T00:30:10,2022-05-05T00:40:47,15.0,57.0,10.62
284069,2022-05-05T00:30:19,2022-05-05T00:42:43,107.0,220.0,12.4
284070,2022-05-05T00:30:21,2022-05-05T00:37:47,157.0,131.0,7.43
284071,2022-05-05T00:30:27,2022-05-05T00:40:01,208.0,47.0,9.57
284072,2022-05-05T00:30:27,2022-05-05T00:54:16,192.0,95.0,23.82
284073,2022-05-05T00:30:46,2022-05-05T00:38:47,34.0,7.0,8.02
284074,2022-05-05T00:30:51,2022-05-05T00:41:11,146.0,115.0,10.33
284075,2022-05-05T00:30:58,2022-05-05T00:31:10,57.0,57.0,0.2
284076,2022-05-05T00:31:05,2022-05-05T00:34:08,156.0,208.0,3.05
284077,2022-05-05T00:31:14,2022-05-05T00:34:49,38.0,42.0,3.58
284078,2022-05-05T00:31:18,2022-05-05T00:44:17,208.0,175.0,12.98
284079,2022-05-05T00:31:23,2022-05-05T00:44:23,192.0,145.0,13.0
284080,2022-05-05T00:31:32,2022-05-05T00:32:12,57.0,57.0,0.67
284081,2022-05-05T00:32:08,2022-05-05T00:32:37,27.0,27.0,0.48
284082,2022-05-05T00:32:17,2022-05-05T00:43:23,164.0,122.0,11.1
284083,2022-05-05T00:32:56,2022-05-05T00:33:23,27.0,27.0,0.45
284084,2022-05-05T00:33:19,2022-05-05T00:41:55,166.0,79.0,8.6
284085,2022-05-05T00:33:27,2022-05-05T00:39:25,14.0,169.0,5.97
284086,2022-05-05T00:33:29,2022-05-05T00:51:10,6.0,235.0,17.68
284087,2022-05-05T00:33:35,2022-05-05T00:39:33,15.0,59.0,5.97
284088,2022-05-05T00:33:43,2022-05-05T00:43:00,27.0,51.0,9.28
284089,2022-05-05T00:33:43,2022-05-05T00:48:59,157.0,262.0,15.27
284090,2022-05-05T00:33:50,2022-05-05T00:41:30,212.0,4.0,7.67
284091,2022-05-05T00:33:59,2022-05-05T00:44:16,138.0,166.0,10.28
284092,2022-05-05T00:34:09,2022-05-05T00:39:01,30.0,13.0,4.87
284093,2022-05-05T00:34:12,2022-05-05T00:39:46,1.0,175.0,5.57
284094,2022-05-05T00:34:14,2022-05-05T00:56:14,146.0,262.0,22.0
284095,2022-05-05T00:34:26,2022-05-05T00:34:40,56.0,56.0,0.23
284096,2022-05-05T00:34:46,2022-05-05T00:34:57,173.0,173.0,0.18
284097,2022-05-05T00:34:46,2022-05-05T00:46:16,3.0,253.0,11.5
284098,2022-05-05T00:35:12,2022-05-05T00:37:59,155.0,205.0,2.78
284099,2022-05-05T00:35:16,2022-05-05T00:40:38,9.0,13.0,5.37
284100,2022-05-05T00:35:24,2022-05-05T00:57:45,56.0,205.0,22.35
284101,2022-05-05T00:35:29,2022-05-05T00:45:42,56.0,16.0,10.22
284102,2022-05-05T00:35:30,2022-05-05T00:47:23,169.0,41.0,11.88
284103,2022-05-05T00:35:58,2022-05-05T00:51:02,204.0,19.0,15.07
284104,2022-05-05T00:36:36,2022-05-05T00:49:06,187.0,38.0,12.5
284105,2022-05-05T00:36:49,2022-05-05T00:45:07,51.0,221.0,8.3
284106,2022-05-05T00:37:01,2022-05-05T00:37:38,146.0,146.0,0.62
284107,2022-05-05T00:37:16,2022-05-05T00:46:02,161.0,59.0,8.77
284108,2022-05-05T00:37:24,2022-05-05T00:50:11,243.0,233.0,12.78
