trip_id,start_time,end_time,start_station_id,end_station_id,trip_minutes,unlock_lat,unlock_lon,lock_lat,lock_lon,distance_km
392578,2022-05-11 08:58:34,2022-05-11 09:09:14,17,34,10.67,40.4232649,-3.7038312,40.4146755,-3.7036825,0.9551806562644928
392579,2022-05-11 08:58:35,2022-05-11 08:58:55,223,223,0.33,40.406837862773465,-3.7244893989507686,40.406837862773465,-3.7244893989507686,0.0
392580,2022-05-11 08:58:35,2022-05-11 09:06:55,72,95,8.33,40.4157413,-3.6691838,40.4226584,-3.6870548,1.697163102687667
392581,2022-05-11 08:58:36,2022-05-11 09:06:48,72,60,8.2,40.4157413,-3.6691838,40.419752,-3.688398,1.686642223497451
392582,2022-05-11 08:58:38,2022-05-11 09:10:09,24,54,11.52,40.417908,-3.710692,40.4266828,-3.700423,1.3067779464072158
392583,2022-05-11 08:58:38,2022-05-11 09:10:09,24,54,11.52,40.417908,-3.710692,40.4266828,-3.700423,1.3067779464072158
392584,2022-05-11 08:58:40,2022-05-11 09:00:04,118,118,1.4,40.400781,-3.6882407,40.400781,-3.6882407,0.0
392585,2022-05-11 08:58:40,2022-05-11 09:24:39,172,151,25.98,40.4008888,-3.6935833,40.4489101,-3.6952943,5.341688758046135
392586,2022-05-11 08:58:40,2022-05-11 09:00:04,118,118,1.4,40.400781,-3.6882407,40.400781,-3.6882407,0.0
392587,2022-05-11 08:58:40,2022-05-11 09:24:39,172,151,25.98,40.4008888,-3.6935833,40.4489101,-3.6952943,5.341688758046135
392588,2022-05-11 08:58:44,2022-05-11 09:14:47,72,227,16.05,40.4157413,-3.6691838,40.39382977920336,-3.665936242935637,2.4519182041670806
392589,2022-05-11 08:58:44,2022-05-11 09:17:43,109,203,18.98,40.4300481,-3.6816402,40.44175,-3.7144722,3.0682727851024776
392590,2022-05-11 08:58:44,2022-05-11 09:14:47,72,227,16.05,40.4157413,-3.6691838,40.39382977920336,-3.665936242935637,2.4519182041670806
392591,2022-05-11 08:58:44,2022-05-11 09:17:43,109,203,18.98,40.4300481,-3.6816402,40.44175,-3.7144722,3.0682727851024776
392592,2022-05-11 08:58:47,2022-05-11 09:11:54,190,119,13.12,40.4343333,-3.6835833,40.4013216,-3.6863218,3.6780471991550594
392593,2022-05-11 08:58:47,2022-05-11 09:11:54,190,119,13.12,40.4343333,-3.6835833,40.4013216,-3.6863218,3.6780471991550594
392594,2022-05-11 08:58:48,2022-05-11 09:04:08,125,130,5.33,40.435285,-3.6948626,40.44156,-3.70164,0.9032403920677332
392595,2022-05-11 08:58:48,2022-05-11 09:15:31,161,60,16.72,40.4219665,-3.7224983,40.419752,-3.688398,2.8971745149957853
392596,2022-05-11 08:58:48,2022-05-11 09:15:31,161,60,16.72,40.4219665,-3.7224983,40.419752,-3.688398,2.8971745149957853
392597,2022-05-11 08:58:49,2022-05-11 09:25:53,52,196,27.07,40.4144226,-3.7007164,40.4441388,-3.6751388,3.950359187347643
392598,2022-05-11 08:58:49,2022-05-11 09:25:53,52,196,27.07,40.4144226,-3.7007164,40.4441388,-3.6751388,3.950359187347643
392599,2022-05-11 08:58:54,2022-05-11 09:22:59,144,38,24.08,40.4510188,-3.6817962,40.4114041,-3.7114762,5.070929652665606
392600,2022-05-11 08:58:54,2022-05-11 09:22:59,144,38,24.08,40.4510188,-3.6817962,40.4114041,-3.7114762,5.070929652665606
392601,2022-05-11 08:58:55,2022-05-11 09:26:35,160,3,27.67,40.4572466,-3.6763439,40.4302937,-3.7069171,3.959283030626543
392602,2022-05-11 08:58:55,2022-05-11 09:26:35,160,3,27.67,40.4572466,-3.6763439,40.4302937,-3.7069171,3.959283030626543
392603,2022-05-11 08:59:07,2022-05-11 09:10:08,18,62,11.02,40.4207773,-3.6996502,40.4213148,-3.6724968,2.2993860036852904
392604,2022-05-11 08:59:07,2022-05-11 09:10:08,18,62,11.02,40.4207773,-3.6996502,40.4213148,-3.6724968,2.2993860036852904
392605,2022-05-11 08:59:08,2022-05-11 09:16:51,231,90,17.72,40.43965673033275,-3.6557656204708775,40.4250361,-3.6837876,2.875442983082717
392606,2022-05-11 08:59:08,2022-05-11 09:16:51,231,90,17.72,40.43965673033275,-3.6557656204708775,40.4250361,-3.6837876,2.875442983082717
392607,2022-05-11 08:59:22,2022-05-11 08:59:27,41,41,0.08,40.4122047,-3.6991147,40.4122047,-3.6991147,0.0
392608,2022-05-11 08:59:22,2022-05-11 08:59:27,41,41,0.08,40.4122047,-3.6991147,40.4122047,-3.6991147,0.0
392609,2022-05-11 08:59:23,2022-05-11 09:12:14,8,140,12.85,40.4278682,-3.6954403,40.4592351,-3.691533,3.503478299676244
392610,2022-05-11 08:59:23,2022-05-11 09:12:14,8,140,12.85,40.4278682,-3.6954403,40.4592351,-3.691533,3.503478299676244
392611,2022-05-11 08:59:24,2022-05-11 09:10:56,162,29,11.53,40.4034076,-3.7108108,40.4162619,-3.6957355,1.91628100393255
392612,2022-05-11 08:59:24,2022-05-11 09:10:56,162,29,11.53,40.4034076,-3.7108108,40.4162619,-3.6957355,1.91628100393255
392613,2022-05-11 08:59:26,2022-05-11 08:59:42,134,134,0.27,40.4440297,-3.6956047,40.4440297,-3.6956047,0.0
392614,2022-05-11 08:59:26,2022-05-11 08:59:41,223,223,0.25,40.406837862773465,-3.7244893989507686,40.406837862773465,-3.7244893989507686,0.0
392615,2022-05-11 08:59:26,2022-05-11 08:59:42,134,134,0.27,40.4440297,-3.6956047,40.4440297,-3.6956047,0.0
392616,2022-05-11 08:59:30,2022-05-11 09:15:12,111b,256,15.7,40.4341006,-3.7179687,40.44635,-3.71383,1.4063834641320074
392617,2022-05-11 08:59:30,2022-05-11 09:15:12,111b,256,15.7,40.4341006,-3.7179687,40.44635,-3.71383,1.4063834641320074
392618,2022-05-11 08:59:32,2022-05-11 08:59:50,41,41,0.3,40.4122047,-3.6991147,40.4122047,-3.6991147,0.0
392619,2022-05-11 08:59:32,2022-05-11 08:59:50,41,41,0.3,40.4122047,-3.6991147,40.4122047,-3.6991147,0.0
392620,2022-05-11 08:59:33,2022-05-11 09:05:41,201,122,6.13,40.4386944,-3.7038333,40.4291992,-3.6967169,1.2155351036374529
392621,2022-05-11 08:59:34,2022-05-11 09:10:51,190,108,11.28,40.4343333,-3.6835833,40.4273005,-3.6706024,1.3485931207299382
392622,2022-05-11 08:59:34,2022-05-11 09:10:51,190,108,11.28,40.4343333,-3.6835833,40.4273005,-3.6706024,1.3485931207299382
392623,2022-05-11 08:59:36,2022-05-11 09:11:23,176,30,11.78,40.4044722,-3.6959166,40.4192095,-3.711504,2.104038645047929
392624,2022-05-11 08:59:36,2022-05-11 09:11:23,176,30,11.78,40.4044722,-3.6959166,40.4192095,-3.711504,2.104038645047929
392625,2022-05-11 08:59:37,2022-05-11 19:01:31,212,200,1.9,40.4476666,-3.7041666,40.4336944,-3.7046666,1.5542138674200403
392626,2022-05-11 08:59:37,2022-05-11 19:01:31,212,200,1.9,40.4476666,-3.7041666,40.4336944,-3.7046666,1.5542138674200403
392627,2022-05-11 08:59:42,2022-05-11 09:20:56,236,165,21.23,40.40765396169372,-3.7172213778842007,40.3928821,-3.6975708,2.3381292070887274
392628,2022-05-11 08:59:42,2022-05-11 09:20:56,236,165,21.23,40.40765396169372,-3.7172213778842007,40.3928821,-3.6975708,2.3381292070887274
392629,2022-05-11 08:59:45,2022-05-11 09:04:50,12,22,5.08,40.4284246,-3.7061931,40.4200783,-3.7065376,0.9285242555740127
392630,2022-05-11 08:59:45,2022-05-11 09:12:30,128,38,12.75,40.438994,-3.7154329,40.4114041,-3.7114762,3.086084990589044
392631,2022-05-11 08:59:45,2022-05-11 09:12:30,128,38,12.75,40.438994,-3.7154329,40.4114041,-3.7114762,3.086084990589044
392632,2022-05-11 08:59:47,2022-05-11 09:10:56,101,65,11.15,40.4231526,-3.6691524,40.4166834,-3.6894193,1.8603764658598327
392633,2022-05-11 08:59:47,2022-05-11 09:10:56,101,65,11.15,40.4231526,-3.6691524,40.4166834,-3.6894193,1.8603764658598327
392634,2022-05-11 08:59:49,2022-05-11 09:16:12,73,194,16.38,40.4114475,-3.6689089,40.43725,-3.6772222,2.9541465265498816
392635,2022-05-11 08:59:49,2022-05-11 09:16:12,73,194,16.38,40.4114475,-3.6689089,40.43725,-3.6772222,2.9541465265498816
392636,2022-05-11 08:59:55,2022-05-11 09:27:55,39,214,28.0,40.4112744,-3.7088337,40.44315,-3.65741,5.613314343865838
392637,2022-05-11 08:59:55,2022-05-11 09:27:55,39,214,28.0,40.4112744,-3.7088337,40.44315,-3.65741,5.613314343865838
392638,2022-05-11 08:59:56,2022-05-11 09:00:51,223,223,0.92,40.406837862773465,-3.7244893989507686,40.406837862773465,-3.7244893989507686,0.0
392639,2022-05-11 09:00:03,2022-05-11 09:09:13,226,218,9.17,40.39901531507069,-3.6607768678037744,40.41053,-3.65779,1.3051135002552163
392640,2022-05-11 09:00:03,2022-05-11 09:09:27,41,3,9.4,40.4122047,-3.6991147,40.4302937,-3.7069171,2.117073535237917
392641,2022-05-11 09:00:03,2022-05-11 09:09:13,226,218,9.17,40.39901531507069,-3.6607768678037744,40.41053,-3.65779,1.3051135002552163
392642,2022-05-11 09:00:03,2022-05-11 09:09:27,41,3,9.4,40.4122047,-3.6991147,40.4302937,-3.7069171,2.117073535237917
392643,2022-05-11 09:00:09,2022-05-11 09:11:02,80a,105,10.88,40.4075685,-3.6902255,40.42699,-3.68745,2.1723171416287665
392644,2022-05-11 09:00:09,2022-05-11 09:11:02,80a,105,10.88,40.4075685,-3.6902255,40.42699,-3.68745,2.1723171416287665
392645,2022-05-11 09:00:14,2022-05-11 09:00:29,170,170,0.25,40.401,-3.7043611,40.401,-3.7043611,0.0
392646,2022-05-11 09:00:14,2022-05-11 09:21:53,165,89,21.65,40.3928821,-3.6975708,40.4272582,-3.6752024,4.265887204169302
392647,2022-05-11 09:00:14,2022-05-11 09:21:53,165,89,21.65,40.3928821,-3.6975708,40.4272582,-3.6752024,4.265887204169302
392648,2022-05-11 09:00:16,2022-05-11 09:21:00,73,124,20.73,40.4114475,-3.6689089,40.4309524,-3.6993465,3.367916476545474
392649,2022-05-11 09:00:16,2022-05-11 09:21:00,73,124,20.73,40.4114475,-3.6689089,40.4309524,-3.6993465,3.367916476545474
392650,2022-05-11 09:00:17,2022-05-11 09:12:07,121,60,11.83,40.4017926,-3.6987665,40.419752,-3.688398,2.1814253092619844
392651,2022-05-11 09:00:17,2022-05-11 09:39:19,53,247,39.03,40.4083061,-3.7007111,40.43837,-3.69281,3.4092029948053955
392652,2022-05-11 09:00:17,2022-05-11 09:12:07,121,60,11.83,40.4017926,-3.6987665,40.419752,-3.688398,2.1814253092619844
392653,2022-05-11 09:00:17,2022-05-11 09:39:19,53,247,39.03,40.4083061,-3.7007111,40.43837,-3.69281,3.4092029948053955
392654,2022-05-11 09:00:18,2022-05-11 09:06:49,131,244,6.52,40.4418402,-3.7040344,40.44003,-3.71757,1.163036972684007
392655,2022-05-11 09:00:19,2022-05-11 09:11:21,69,182,11.03,40.409808,-3.688822,40.4186666,-3.6657777,2.185527841935845
392656,2022-05-11 09:00:19,2022-05-11 09:11:21,69,182,11.03,40.409808,-3.688822,40.4186666,-3.6657777,2.185527841935845
392657,2022-05-11 09:00:20,2022-05-11 09:06:32,127,130,6.2,40.4338516,-3.708439,40.44156,-3.70164,1.032365484696465
392658,2022-05-11 09:00:27,2022-05-11 09:14:45,118,36,14.3,40.400781,-3.6882407,40.4168,-3.71183,2.676161733101276
392659,2022-05-11 09:00:27,2022-05-11 09:14:45,118,36,14.3,40.400781,-3.6882407,40.4168,-3.71183,2.676161733101276
392660,2022-05-11 09:00:33,2022-05-11 09:12:04,144,254,11.52,40.4323655,-3.6758555,40.43604,-3.69928,2.0242246436754945
392661,2022-05-11 09:00:33,2022-05-11 09:12:04,144,254,11.52,40.4323655,-3.6758555,40.43604,-3.69928,2.0242246436754945
392662,2022-05-11 09:00:35,2022-05-11 09:13:14,247,140,12.65,40.43837,-3.69281,40.4592351,-3.691533,2.322608242448108
392663,2022-05-11 09:00:35,2022-05-11 09:13:14,247,140,12.65,40.43837,-3.69281,40.4592351,-3.691533,2.322608242448108
392664,2022-05-11 09:00:36,2022-05-11 09:26:57,160,59,26.35,40.4572466,-3.6763439,40.4255495,-3.7043418,4.246936143011108
392665,2022-05-11 09:00:36,2022-05-11 09:26:57,160,59,26.35,40.4572466,-3.6763439,40.4255495,-3.7043418,4.246936143011108
392666,2022-05-11 09:00:39,2022-05-11 09:01:13,182,182,0.57,40.4186666,-3.6657777,40.4186666,-3.6657777,0.0
392667,2022-05-11 09:00:40,2022-05-11 09:01:08,134,134,0.47,40.4440297,-3.6956047,40.4440297,-3.6956047,0.0
392668,2022-05-11 09:00:40,2022-05-11 09:01:08,134,134,0.47,40.4440297,-3.6956047,40.4440297,-3.6956047,0.0
392669,2022-05-11 09:00:44,2022-05-11 09:01:00,182,182,0.27,40.4186666,-3.6657777,40.4186666,-3.6657777,0.0
392670,2022-05-11 09:00:44,2022-05-11 09:01:00,182,182,0.27,40.4186666,-3.6657777,40.4186666,-3.6657777,0.0
392671,2022-05-11 09:00:46,2022-05-11 09:06:08,125,140,5.37,40.435285,-3.6948626,40.4385127,-3.6831578,1.053622026986205
392672,2022-05-11 09:00:51,2022-05-11 09:10:59,43,86,10.13,40.4101564,-3.7025024,40.4186516,-3.6933498,1.2217752597347924
392673,2022-05-11 09:00:51,2022-05-11 09:10:59,43,86,10.13,40.4101564,-3.7025024,40.4186516,-3.6933498,1.2217752597347924
392674,2022-05-11 09:00:53,2022-05-11 09:10:33,166,138,9.67,40.4345973,-3.678492,40.4457414,-3.6917932,1.6741123214300375
392675,2022-05-11 09:00:53,2022-05-11 09:10:33,166,138,9.67,40.4345973,-3.678492,40.4457414,-3.6917932,1.6741123214300375
392676,2022-05-11 09:00:54,2022-05-11 09:11:43,192,8,10.82,40.4318611,-3.6714166,40.4278682,-3.6954403,2.0813127500796584
392677,2022-05-11 09:00:54,2022-05-11 09:19:44,154,88,18.83,40.4548456,-3.6946218,40.4313576,-3.6838303,2.766804814310508
392678,2022-05-11 09:00:54,2022-05-11 09:11:43,192,8,10.82,40.4318611,-3.6714166,40.4278682,-3.6954403,2.0813127500796584
392679,2022-05-11 09:00:54,2022-05-11 09:19:44,154,88,18.83,40.4548456,-3.6946218,40.4313576,-3.6838303,2.766804814310508
392680,2022-05-11 09:00:56,2022-05-11 09:16:45,223,193,15.82,40.429706,-3.640994,40.4324722,-3.6655555,2.1015190758646733
392681,2022-05-11 09:00:56,2022-05-11 09:16:45,223,193,15.82,40.429706,-3.640994,40.4324722,-3.6655555,2.1015190758646733
392682,2022-05-11 09:00:58,2022-05-11 09:18:10,86,121,17.2,40.4186516,-3.6933498,40.4017926,-3.6987665,1.9299177412525208
392683,2022-05-11 09:00:59,2022-05-11 09:15:03,186,9,14.07,40.4290555,-3.6782777,40.4156057,-3.7095084,3.0374146136401614
392684,2022-05-11 09:00:59,2022-05-11 09:15:03,186,9,14.07,40.4290555,-3.6782777,40.4156057,-3.7095084,3.0374146136401614
392685,2022-05-11 09:01:00,2022-05-11 09:01:19,166,166,0.32,40.4345973,-3.678492,40.4345973,-3.678492,0.0
392686,2022-05-11 09:01:01,2022-05-11 09:21:26,70,116b,20.42,40.4153053,-3.6779232,40.423681,-3.710537,2.9137626037274846
392687,2022-05-11 09:01:01,2022-05-11 09:21:26,70,116b,20.42,40.4153053,-3.6779232,40.423681,-3.710537,2.9137626037274846
392688,2022-05-11 09:01:02,2022-05-11 09:10:48,154,142,9.77,40.4548456,-3.6946218,40.4334087,-3.6879154,2.450302706518878
392689,2022-05-11 09:01:02,2022-05-11 09:10:48,154,142,9.77,40.4548456,-3.6946218,40.4334087,-3.6879154,2.450302706518878
392690,2022-05-11 09:01:10,2022-05-11 09:14:55,182,56,13.75,40.4186666,-3.6657777,40.4184192,-3.7032414,3.1716413328585755
392691,2022-05-11 09:01:10,2022-05-11 09:14:55,182,56,13.75,40.4186666,-3.6657777,40.4184192,-3.7032414,3.1716413328585755
392692,2022-05-11 09:01:14,2022-05-11 09:17:17,36,183,16.05,40.4150099,-3.7061032,40.425635,-3.669339,3.3289296466465594
392693,2022-05-11 09:01:14,2022-05-11 09:17:17,36,183,16.05,40.4150099,-3.7061032,40.425635,-3.669339,3.3289296466465594
392694,2022-05-11 09:01:18,2022-05-11 09:01:30,121,121,0.2,40.4017926,-3.6987665,40.4017926,-3.6987665,0.0
392695,2022-05-11 09:01:23,2022-05-11 09:09:36,76,107,8.22,40.4071304,-3.6751352,40.4215246,-3.6884369,1.957034602564265
392696,2022-05-11 09:01:23,2022-05-11 09:09:36,76,107,8.22,40.4071304,-3.6751352,40.4215246,-3.6884369,1.957034602564265
392697,2022-05-11 09:01:31,2022-05-11 09:10:21,182,109,8.83,40.4186666,-3.6657777,40.4300481,-3.6816402,1.845155625581328
392698,2022-05-11 09:01:31,2022-05-11 09:19:28,83,130,17.95,40.4132995,-3.6745323,40.44156,-3.70164,3.890972135965955
392699,2022-05-11 09:01:31,2022-05-11 09:10:21,182,109,8.83,40.4186666,-3.6657777,40.4300481,-3.6816402,1.845155625581328
392700,2022-05-11 09:01:31,2022-05-11 09:19:28,83,130,17.95,40.4132995,-3.6745323,40.44156,-3.70164,3.890972135965955
392701,2022-05-11 09:01:34,2022-05-11 10:26:18,43,43,24.73,40.4101564,-3.7025024,40.4101564,-3.7025024,0.0
392702,2022-05-11 09:01:39,2022-05-11 09:20:30,253,260,18.85,40.45546,-3.68844,40.4483322,-3.7272945,3.3818172183386808
392703,2022-05-11 09:01:39,2022-05-11 09:20:30,253,260,18.85,40.45546,-3.68844,40.4483322,-3.7272945,3.3818172183386808
392704,2022-05-11 09:01:40,2022-05-11 09:09:11,200,203,7.52,40.4336944,-3.7046666,40.44175,-3.7144722,1.2210770663183697
392705,2022-05-11 09:01:40,2022-05-11 09:15:08,213,57,13.47,40.4535,-3.7032777,40.4295658,-3.7126299,2.776551017188482
392706,2022-05-11 09:01:40,2022-05-11 09:09:11,200,203,7.52,40.4336944,-3.7046666,40.44175,-3.7144722,1.2210770663183697
392707,2022-05-11 09:01:40,2022-05-11 09:15:08,213,57,13.47,40.4535,-3.7032777,40.4295658,-3.7126299,2.776551017188482
392708,2022-05-11 09:01:41,2022-05-11 09:14:29,196,151,12.8,40.4441388,-3.6751388,40.4489101,-3.6952943,1.7861834753546777
392709,2022-05-11 09:01:41,2022-05-11 09:14:29,196,151,12.8,40.4441388,-3.6751388,40.4489101,-3.6952943,1.7861834753546777
392710,2022-05-11 09:01:42,2022-05-11 09:01:54,222,222,0.2,40.3917871,-3.7026789,40.3917871,-3.7026789,0.0
392711,2022-05-11 09:01:42,2022-05-11 09:24:45,80a,26,23.05,40.4032501,-3.6726019,40.4202834,-3.7081246,3.554209043243158
392712,2022-05-11 09:01:43,2022-05-11 09:17:11,162,13,15.47,40.4034076,-3.7108108,40.4273264,-3.7104417,2.659832769656842
392713,2022-05-11 09:01:43,2022-05-11 09:22:21,77,125,20.63,40.40635,-3.670422,40.435285,-3.6948626,3.825240195210605
392714,2022-05-11 09:01:43,2022-05-11 09:17:11,162,13,15.47,40.4034076,-3.7108108,40.4273264,-3.7104417,2.659832769656842
392715,2022-05-11 09:01:43,2022-05-11 09:22:21,77,125,20.63,40.40635,-3.670422,40.435285,-3.6948626,3.825240195210605
392716,2022-05-11 09:01:45,2022-05-11 09:08:49,85,58,7.07,40.421501,-3.680008,40.4222862,-3.697895,1.516679263211832
392717,2022-05-11 09:01:45,2022-05-11 09:10:29,50,65,8.73,40.4083684,-3.6933463,40.4166834,-3.6894193,0.9825464062101434
392718,2022-05-11 09:01:45,2022-05-11 09:10:29,50,65,8.73,40.4083684,-3.6933463,40.4166834,-3.6894193,0.9825464062101434
392719,2022-05-11 09:01:49,2022-05-11 09:12:15,85,54,10.43,40.421501,-3.680008,40.4266828,-3.700423,1.8216334826681475
392720,2022-05-11 09:01:49,2022-05-11 09:12:15,85,54,10.43,40.421501,-3.680008,40.4266828,-3.700423,1.8216334826681475
392721,2022-05-11 09:01:50,2022-05-11 09:10:02,33,236,8.2,40.4165039,-3.7030833,40.40765396169372,-3.7172213778842007,1.5495697333655625
392722,2022-05-11 09:01:50,2022-05-11 09:10:51,77,85,9.02,40.40635,-3.670422,40.421501,-3.680008,1.87000083353362
392723,2022-05-11 09:01:50,2022-05-11 09:10:02,33,236,8.2,40.4165039,-3.7030833,40.40765396169372,-3.7172213778842007,1.5495697333655625
392724,2022-05-11 09:01:50,2022-05-11 09:10:51,77,85,9.02,40.40635,-3.670422,40.421501,-3.680008,1.87000083353362
392725,2022-05-11 09:01:55,2022-05-11 09:31:35,175,130,29.67,40.3962222,-3.6983055,40.44156,-3.70164,5.0492302261522095
392726,2022-05-11 09:01:55,2022-05-11 09:31:35,175,130,29.67,40.3962222,-3.6983055,40.44156,-3.70164,5.0492302261522095
392727,2022-05-11 09:01:59,2022-05-11 09:20:10,170,26,18.18,40.401,-3.7043611,40.423855,-3.694475,2.675643328762436
392728,2022-05-11 09:01:59,2022-05-11 09:20:10,170,26,18.18,40.401,-3.7043611,40.423855,-3.694475,2.675643328762436
392729,2022-05-11 09:02:02,2022-05-11 09:18:14,121,61,16.2,40.4017926,-3.6987665,40.4213983,-3.6752045,2.955018339476546
392730,2022-05-11 09:02:02,2022-05-11 09:23:25,137,86,21.38,40.445411,-3.6853312,40.4186516,-3.6933498,3.051929027938728
392731,2022-05-11 09:02:02,2022-05-11 09:23:25,137,86,21.38,40.445411,-3.6853312,40.4186516,-3.6933498,3.051929027938728
392732,2022-05-11 09:02:02,2022-05-11 09:18:14,121,61,16.2,40.4017926,-3.6987665,40.4213983,-3.6752045,2.955018339476546
392733,2022-05-11 09:02:04,2022-05-11 09:11:24,45,33,9.33,40.4070358,-3.7110513,40.4165039,-3.7030833,1.2503962444749073
392734,2022-05-11 09:02:04,2022-05-11 09:11:24,45,33,9.33,40.4070358,-3.7110513,40.4165039,-3.7030833,1.2503962444749073
392735,2022-05-11 09:02:05,2022-05-11 09:19:22,75,113,17.28,40.4082805,-3.6784838,40.427657,-3.7205129,4.159545127151427
392736,2022-05-11 09:02:05,2022-05-11 09:19:22,75,113,17.28,40.4082805,-3.6784838,40.427657,-3.7205129,4.159545127151427
392737,2022-05-11 09:02:08,2022-05-11 09:06:56,130,151,4.8,40.44156,-3.70164,40.4489101,-3.6952943,0.9779186248956768
392738,2022-05-11 09:02:10,2022-05-11 09:03:22,14,14,1.2,40.4260957,-3.713479,40.4260957,-3.713479,0.0
392739,2022-05-11 09:02:14,2022-05-11 09:08:57,123,54,6.72,40.4306458,-3.7133412,40.4266828,-3.700423,1.1788936858435748
392740,2022-05-11 09:02:16,2022-05-11 09:07:09,126,130,4.88,40.4344731,-3.7015686,40.44156,-3.70164,0.7880504932566729
392741,2022-05-11 09:02:19,2022-05-11 09:17:49,16,12,15.5,40.4230721,-3.7075065,40.4284246,-3.7061931,0.6054653080674746
392742,2022-05-11 09:02:19,2022-05-11 09:17:49,16,12,15.5,40.4230721,-3.7075065,40.4284246,-3.7061931,0.6054653080674746
392743,2022-05-11 09:02:24,2022-05-11 09:14:48,52,114,12.4,40.4144226,-3.7007164,40.4277456,-3.7174158,2.047705310683148
392744,2022-05-11 09:02:24,2022-05-11 09:14:48,52,114,12.4,40.4144226,-3.7007164,40.4277456,-3.7174158,2.047705310683148
392745,2022-05-11 09:02:25,2022-05-11 09:13:58,200,260,11.55,40.4336944,-3.7046666,40.4483322,-3.7272945,2.513215918876141
392746,2022-05-11 09:02:25,2022-05-11 09:13:58,200,260,11.55,40.4336944,-3.7046666,40.4483322,-3.7272945,2.513215918876141
392747,2022-05-11 09:02:28,2022-05-11 09:25:00,70,254,22.53,40.4153053,-3.6779232,40.46041,-3.67712,5.015874441100727
392748,2022-05-11 09:02:28,2022-05-11 09:25:00,70,254,22.53,40.4153053,-3.6779232,40.46041,-3.67712,5.015874441100727
392749,2022-05-11 09:02:29,2022-05-11 09:32:16,43,157,29.78,40.4101564,-3.7025024,40.4591366,-3.6894151,5.557842853730157
392750,2022-05-11 09:02:29,2022-05-11 09:32:16,43,157,29.78,40.4101564,-3.7025024,40.4591366,-3.6894151,5.557842853730157
392751,2022-05-11 09:02:30,2022-05-11 09:07:21,92,140,4.85,40.427736,-3.6832566,40.4385127,-3.6831578,1.198343542501802
392752,2022-05-11 09:02:34,2022-05-11 09:14:00,202,137,11.43,40.4411388,-3.7080833,40.445411,-3.6853312,1.9831284290182989
392753,2022-05-11 09:02:34,2022-05-11 09:14:00,202,137,11.43,40.4411388,-3.7080833,40.445411,-3.6853312,1.9831284290182989
392754,2022-05-11 09:02:36,2022-05-11 09:02:51,223,223,0.25,40.406837862773465,-3.7244893989507686,40.406837862773465,-3.7244893989507686,0.0
392755,2022-05-11 09:02:38,2022-05-11 09:15:44,128,149,13.1,40.438994,-3.7154329,40.4498613,-3.6881689,2.6044641259239283
392756,2022-05-11 09:02:38,2022-05-11 09:15:44,128,149,13.1,40.438994,-3.7154329,40.4498613,-3.6881689,2.6044641259239283
392757,2022-05-11 09:02:43,2022-05-11 09:23:52,47,149,21.15,40.4047851,-3.7028265,40.4498613,-3.6881689,5.1635170792968825
392758,2022-05-11 09:02:43,2022-05-11 09:26:52,222,139,24.15,40.3917871,-3.7026789,40.4396792,-3.6907784,5.4198226919450185
392759,2022-05-11 09:02:43,2022-05-11 09:23:52,47,149,21.15,40.4047851,-3.7028265,40.4498613,-3.6881689,5.1635170792968825
392760,2022-05-11 09:02:43,2022-05-11 09:26:52,222,139,24.15,40.3917871,-3.7026789,40.4396792,-3.6907784,5.4198226919450185
392761,2022-05-11 09:02:45,2022-05-11 09:16:48,35,85,14.05,40.4141931,-3.7103285,40.421501,-3.680008,2.692389615578004
392762,2022-05-11 09:02:45,2022-05-11 09:16:48,35,85,14.05,40.4141931,-3.7103285,40.421501,-3.680008,2.692389615578004
392763,2022-05-11 09:02:47,2022-05-11 09:20:43,208,256,17.93,40.4663611,-3.6886388,40.44635,-3.71383,3.0812356184886043
392764,2022-05-11 09:02:47,2022-05-11 09:20:43,208,256,17.93,40.4663611,-3.6886388,40.44635,-3.71383,3.0812356184886043
392765,2022-05-11 09:02:52,2022-05-11 09:18:52,38,10,16.0,40.4114041,-3.7114762,40.42533,-3.69214,2.253297520647937
392766,2022-05-11 09:02:52,2022-05-11 09:18:52,38,10,16.0,40.4114041,-3.7114762,40.42533,-3.69214,2.253297520647937
392767,2022-05-11 09:02:58,2022-05-11 09:13:28,86,254,10.5,40.4186516,-3.6933498,40.43604,-3.69928,1.9975970130794856
392768,2022-05-11 09:02:58,2022-05-11 09:13:28,86,254,10.5,40.4186516,-3.6933498,40.43604,-3.69928,1.9975970130794856
392769,2022-05-11 09:03:01,2022-05-11 09:12:43,142,149,9.7,40.4334087,-3.6879154,40.4498613,-3.6881689,1.8295714288887464
392770,2022-05-11 09:03:01,2022-05-11 09:12:43,142,149,9.7,40.4334087,-3.6879154,40.4498613,-3.6881689,1.8295714288887464
392771,2022-05-11 09:03:05,2022-05-11 09:17:27,146,28,14.37,40.4442258,-3.6787169,40.4181518,-3.6984368,3.345412728025175
392772,2022-05-11 09:03:05,2022-05-11 09:17:27,146,28,14.37,40.4442258,-3.6787169,40.4181518,-3.6984368,3.345412728025175
392773,2022-05-11 09:03:06,2022-05-11 09:19:45,161,198,16.65,40.4219665,-3.7224983,40.4331111,-3.6915555,2.8975099961885
392774,2022-05-11 09:03:06,2022-05-11 09:19:45,161,198,16.65,40.4219665,-3.7224983,40.4331111,-3.6915555,2.8975099961885
