trip_id,start_time,end_time,start_station_id,end_station_id,trip_minutes,unlock_lat,unlock_lon,lock_lat,lock_lon,distance_km
387667,2022-05-11 00:02:36,2022-05-11 00:02:59,169,169,0.38,40.4016111,-3.7138055,40.4016111,-3.7138055,0.0
387668,2022-05-11 00:02:38,2022-05-11 01:34:05,48,120,31.45,40.4056107,-3.7022591,40.4032208,-3.6944768,0.710522952385392
387669,2022-05-11 00:02:38,2022-05-11 01:34:05,48,120,31.45,40.4056107,-3.7022591,40.4032208,-3.6944768,0.710522952385392
387670,2022-05-11 00:02:49,2022-05-11 00:10:44,8,67,7.92,40.4251906,-3.6977715,40.4108472,-3.693225,1.6406978617253596
387671,2022-05-11 00:02:49,2022-05-11 00:10:44,8,67,7.92,40.4251906,-3.6977715,40.4108472,-3.693225,1.6406978617253596
387672,2022-05-11 00:02:59,2022-05-11 00:17:35,254,84,14.6,40.43604,-3.69928,40.4032501,-3.6726019,4.28885695032618
387673,2022-05-11 00:02:59,2022-05-11 00:17:35,254,84,14.6,40.43604,-3.69928,40.4032501,-3.6726019,4.28885695032618
387674,2022-05-11 00:03:05,2022-05-11 00:10:22,58,52,7.28,40.4222862,-3.697895,40.4144226,-3.7007164,0.906427510331816
387675,2022-05-11 00:03:05,2022-05-11 00:10:22,58,52,7.28,40.4222862,-3.697895,40.4144226,-3.7007164,0.906427510331816
387676,2022-05-11 00:03:13,2022-05-11 00:08:37,165,163,5.4,40.3928821,-3.6975708,40.4035988,-3.7064516,1.4091041108222382
387677,2022-05-11 00:03:13,2022-05-11 00:08:37,165,163,5.4,40.3928821,-3.6975708,40.4035988,-3.7064516,1.4091041108222382
387678,2022-05-11 00:03:14,2022-05-11 00:17:16,8,154,14.03,40.4278682,-3.6954403,40.4548456,-3.6946218,3.0005496344922205
387679,2022-05-11 00:03:14,2022-05-11 00:17:16,8,154,14.03,40.4278682,-3.6954403,40.4548456,-3.6946218,3.0005496344922205
387680,2022-05-11 00:03:15,2022-05-11 00:15:58,18,45,12.72,40.4207773,-3.6996502,40.4070358,-3.7110513,1.807323977506752
387681,2022-05-11 00:03:15,2022-05-11 00:15:58,18,45,12.72,40.4207773,-3.6996502,40.4070358,-3.7110513,1.807323977506752
387682,2022-05-11 00:03:17,2022-05-11 01:08:22,195,195,5.08,40.4392222,-3.6754444,40.4392222,-3.6754444,0.0
387683,2022-05-11 00:03:17,2022-05-11 01:08:22,195,195,5.08,40.4392222,-3.6754444,40.4392222,-3.6754444,0.0
387684,2022-05-11 00:03:20,2022-05-11 00:09:13,169,172,5.88,40.4016111,-3.7138055,40.4008888,-3.6935833,1.7142503639543094
387685,2022-05-11 00:03:20,2022-05-11 00:09:13,169,172,5.88,40.4016111,-3.7138055,40.4008888,-3.6935833,1.7142503639543094
387686,2022-05-11 00:03:23,2022-05-11 00:22:49,25b,71,19.43,40.4172781,-3.7063837,40.4159569,-3.6738865,2.7550770911290425
387687,2022-05-11 00:03:23,2022-05-11 00:22:49,25b,71,19.43,40.4172781,-3.7063837,40.4159569,-3.6738865,2.7550770911290425
387688,2022-05-11 00:03:34,2022-05-11 00:17:54,14,151,14.33,40.4260957,-3.713479,40.4489101,-3.6952943,2.9671753721022456
387689,2022-05-11 00:03:34,2022-05-11 00:17:54,14,151,14.33,40.4260957,-3.713479,40.4489101,-3.6952943,2.9671753721022456
387690,2022-05-11 00:03:43,2022-05-11 00:08:43,25b,59,5.0,40.4172781,-3.7063837,40.4239757,-3.7020842,0.8289198365364281
387691,2022-05-11 00:03:43,2022-05-11 00:08:43,25b,59,5.0,40.4172781,-3.7063837,40.4239757,-3.7020842,0.8289198365364281
387692,2022-05-11 00:03:48,2022-05-11 00:08:51,80b,163,5.05,40.4074902,-3.6901234,40.4035988,-3.7064516,1.4486763934229536
387693,2022-05-11 00:03:48,2022-05-11 00:08:51,80b,163,5.05,40.4074902,-3.6901234,40.4035988,-3.7064516,1.4486763934229536
387694,2022-05-11 00:03:50,2022-05-11 00:15:10,8,199,11.33,40.4251906,-3.6977715,40.4343611,-3.7149166,1.7736318516913447
387695,2022-05-11 00:03:50,2022-05-11 00:15:10,8,199,11.33,40.4251906,-3.6977715,40.4343611,-3.7149166,1.7736318516913447
387696,2022-05-11 00:03:52,2022-05-11 00:14:25,194,256,10.55,40.43725,-3.6772222,40.44635,-3.71383,3.2590569795135664
387697,2022-05-11 00:03:52,2022-05-11 00:14:25,194,256,10.55,40.43725,-3.6772222,40.44635,-3.71383,3.2590569795135664
387698,2022-05-11 00:04:23,2022-05-11 00:20:05,175,166,15.7,40.413736,-3.717487,40.4138333,-3.7135833,0.3306715297678456
387699,2022-05-11 00:04:23,2022-05-11 00:20:05,175,166,15.7,40.413736,-3.717487,40.4138333,-3.7135833,0.3306715297678456
387700,2022-05-11 00:04:24,2022-05-11 00:13:11,40,59,8.78,40.4138846,-3.7049407,40.4239757,-3.7020842,1.1478403861227666
387701,2022-05-11 00:04:24,2022-05-11 00:13:11,40,59,8.78,40.4138846,-3.7049407,40.4239757,-3.7020842,1.1478403861227666
387702,2022-05-11 00:04:29,2022-05-11 00:27:12,34,243,22.72,40.4146755,-3.7036825,40.43503,-3.67012,3.632335727884432
387703,2022-05-11 00:04:29,2022-05-11 00:27:12,34,243,22.72,40.4146755,-3.7036825,40.43503,-3.67012,3.632335727884432
387704,2022-05-11 00:04:31,2022-05-11 00:12:31,241,61,8.0,40.4378,-3.66779,40.4213983,-3.6752045,1.92874275096369
387705,2022-05-11 00:04:31,2022-05-11 00:12:31,241,61,8.0,40.4378,-3.66779,40.4213983,-3.6752045,1.92874275096369
387706,2022-05-11 00:04:52,2022-05-11 00:17:15,94,38,12.38,40.4232153,-3.690756,40.4114041,-3.7114762,2.1913029724427413
387707,2022-05-11 00:04:52,2022-05-11 00:17:15,94,38,12.38,40.4232153,-3.690756,40.4114041,-3.7114762,2.1913029724427413
387708,2022-05-11 00:04:56,2022-05-11 00:15:42,28,129,10.77,40.4181518,-3.6984368,40.4383865,-3.6982353,2.2500606250482447
387709,2022-05-11 00:04:56,2022-05-11 00:15:42,28,129,10.77,40.4181518,-3.6984368,40.4383865,-3.6982353,2.2500606250482447
387710,2022-05-11 00:05:20,2022-05-11 00:12:11,194,144,6.85,40.43725,-3.6772222,40.4510188,-3.6817962,1.5791917269063502
387711,2022-05-11 00:05:20,2022-05-11 00:12:11,194,144,6.85,40.43725,-3.6772222,40.4510188,-3.6817962,1.5791917269063502
387712,2022-05-11 00:05:29,2022-05-11 00:19:34,27,213,14.08,40.4132798,-3.6956178,40.38895,-3.70017,2.732674092709772
387713,2022-05-11 00:05:29,2022-05-11 00:19:34,27,213,14.08,40.4132798,-3.6956178,40.38895,-3.70017,2.732674092709772
387714,2022-05-11 00:05:40,2022-05-11 00:21:47,196,54,16.12,40.4441388,-3.6751388,40.4266828,-3.700423,2.889084148777181
387715,2022-05-11 00:05:40,2022-05-11 00:21:47,196,54,16.12,40.4441388,-3.6751388,40.4266828,-3.700423,2.889084148777181
387716,2022-05-11 00:05:43,2022-05-11 00:37:48,165,60,32.08,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387717,2022-05-11 00:05:43,2022-05-11 00:37:48,165,60,32.08,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387718,2022-05-11 00:06:02,2022-05-11 00:22:13,196,54,16.18,40.4441388,-3.6751388,40.4266828,-3.700423,2.889084148777181
387719,2022-05-11 00:06:02,2022-05-11 00:22:13,196,54,16.18,40.4441388,-3.6751388,40.4266828,-3.700423,2.889084148777181
387720,2022-05-11 00:06:06,2022-05-11 00:06:22,169,169,0.27,40.4016111,-3.7138055,40.4016111,-3.7138055,0.0
387721,2022-05-11 00:06:06,2022-05-11 00:06:22,169,169,0.27,40.4016111,-3.7138055,40.4016111,-3.7138055,0.0
387722,2022-05-11 00:06:07,2022-05-11 00:13:57,38,161,7.83,40.4114041,-3.7114762,40.4219665,-3.7224983,1.500037406567701
387723,2022-05-11 00:06:07,2022-05-11 00:13:57,38,161,7.83,40.4114041,-3.7114762,40.4219665,-3.7224983,1.500037406567701
387724,2022-05-11 00:06:19,2022-05-11 00:21:40,196,54,15.35,40.4441388,-3.6751388,40.4266828,-3.700423,2.889084148777181
387725,2022-05-11 00:06:19,2022-05-11 00:21:40,196,54,15.35,40.4441388,-3.6751388,40.4266828,-3.700423,2.889084148777181
387727,2022-05-11 00:06:29,2022-05-11 00:21:35,108,45,15.1,40.4273005,-3.6706024,40.4070358,-3.7110513,4.0991926324061865
387728,2022-05-11 00:06:29,2022-05-11 00:21:35,108,45,15.1,40.4273005,-3.6706024,40.4070358,-3.7110513,4.0991926324061865
387729,2022-05-11 00:06:32,2022-05-11 00:06:57,58,58,0.42,40.4222862,-3.697895,40.4222862,-3.697895,0.0
387730,2022-05-11 00:06:32,2022-05-11 00:06:57,58,58,0.42,40.4222862,-3.697895,40.4222862,-3.697895,0.0
387731,2022-05-11 00:06:36,2022-05-11 00:35:01,165,34,28.42,40.3928821,-3.6975708,40.4146755,-3.7036825,2.477956674933997
387732,2022-05-11 00:06:36,2022-05-11 00:35:01,165,34,28.42,40.3928821,-3.6975708,40.4146755,-3.7036825,2.477956674933997
387733,2022-05-11 00:06:38,2022-05-11 00:06:50,165,165,0.2,40.3928821,-3.6975708,40.3928821,-3.6975708,0.0
387734,2022-05-11 00:06:38,2022-05-11 00:06:50,165,165,0.2,40.3928821,-3.6975708,40.3928821,-3.6975708,0.0
387735,2022-05-11 00:06:42,2022-05-11 00:22:44,254,208,16.03,40.43604,-3.69928,40.4663611,-3.6886388,3.4897121622683724
387736,2022-05-11 00:06:42,2022-05-11 00:22:44,254,208,16.03,40.43604,-3.69928,40.4663611,-3.6886388,3.4897121622683724
387737,2022-05-11 00:06:44,2022-05-11 00:28:30,154,170,21.77,40.4548456,-3.6946218,40.401,-3.7043611,6.0438433603717305
387738,2022-05-11 00:06:44,2022-05-11 00:28:30,154,170,21.77,40.4548456,-3.6946218,40.401,-3.7043611,6.0438433603717305
387739,2022-05-11 00:06:56,2022-05-11 00:08:37,165,165,1.68,40.3928821,-3.6975708,40.3928821,-3.6975708,0.0
387740,2022-05-11 00:06:56,2022-05-11 00:08:37,165,165,1.68,40.3928821,-3.6975708,40.3928821,-3.6975708,0.0
387741,2022-05-11 00:07:01,2022-05-11 00:24:10,18,78,17.15,40.4207773,-3.6996502,40.400789,-3.6744,3.083866356736062
387742,2022-05-11 00:07:01,2022-05-11 00:24:10,18,78,17.15,40.4207773,-3.6996502,40.400789,-3.6744,3.083866356736062
387743,2022-05-11 00:07:08,2022-05-11 00:19:54,212,44,12.77,40.398247,-3.716591,40.4097617,-3.7040666,1.662530825233248
387744,2022-05-11 00:07:08,2022-05-11 00:19:54,212,44,12.77,40.398247,-3.716591,40.4097617,-3.7040666,1.662530825233248
387745,2022-05-11 00:07:21,2022-05-11 00:14:02,209,254,6.68,40.4656779,-3.6887722,40.46041,-3.67712,1.1466779062001156
387746,2022-05-11 00:07:21,2022-05-11 00:14:02,209,254,6.68,40.4656779,-3.6887722,40.46041,-3.67712,1.1466779062001156
387747,2022-05-11 00:07:43,2022-05-11 00:18:33,12,111b,10.83,40.4284246,-3.7061931,40.4341006,-3.7179687,1.1797126819648365
387748,2022-05-11 00:07:43,2022-05-11 00:18:33,12,111b,10.83,40.4284246,-3.7061931,40.4341006,-3.7179687,1.1797126819648365
387749,2022-05-11 00:07:53,2022-05-11 00:14:47,144,146,6.9,40.4323655,-3.6758555,40.4442258,-3.6787169,1.3408542516394288
387750,2022-05-11 00:07:53,2022-05-11 00:14:47,144,146,6.9,40.4323655,-3.6758555,40.4442258,-3.6787169,1.3408542516394288
387751,2022-05-11 00:08:05,2022-05-11 00:27:09,58,227,19.07,40.4222862,-3.697895,40.39382977920336,-3.665936242935637,4.163437732759572
387752,2022-05-11 00:08:05,2022-05-11 00:27:09,58,227,19.07,40.4222862,-3.697895,40.39382977920336,-3.665936242935637,4.163437732759572
387753,2022-05-11 00:08:13,2022-05-11 00:13:18,169,39,5.08,40.4016111,-3.7138055,40.4112744,-3.7088337,1.1540300827749317
387754,2022-05-11 00:08:13,2022-05-11 00:13:18,169,39,5.08,40.4016111,-3.7138055,40.4112744,-3.7088337,1.1540300827749317
387755,2022-05-11 00:08:21,2022-05-11 00:40:40,256,85,32.32,40.44635,-3.71383,40.421501,-3.680008,3.978563451097435
387756,2022-05-11 00:08:21,2022-05-11 00:40:40,256,85,32.32,40.44635,-3.71383,40.421501,-3.680008,3.978563451097435
387757,2022-05-11 00:08:30,2022-05-11 00:22:01,200,53,13.52,40.4336944,-3.7046666,40.4083061,-3.7007111,2.8428388487307505
387758,2022-05-11 00:08:30,2022-05-11 00:22:01,200,53,13.52,40.4336944,-3.7046666,40.4083061,-3.7007111,2.8428388487307505
387759,2022-05-11 00:08:32,2022-05-11 00:21:52,8,42,13.33,40.4251906,-3.6977715,40.4107085,-3.6982318,1.6108074515963753
387760,2022-05-11 00:08:32,2022-05-11 00:21:52,8,42,13.33,40.4251906,-3.6977715,40.4107085,-3.6982318,1.6108074515963753
387761,2022-05-11 00:08:33,2022-05-11 07:34:18,26,26,25.75,40.423855,-3.694475,40.423855,-3.694475,0.0
387762,2022-05-11 00:08:33,2022-05-11 07:34:18,26,26,25.75,40.423855,-3.694475,40.423855,-3.694475,0.0
387763,2022-05-11 00:08:34,2022-05-11 00:21:14,85,177,12.67,40.421501,-3.680008,40.3914722,-3.6941944,3.5485324958046323
387764,2022-05-11 00:08:34,2022-05-11 00:21:14,85,177,12.67,40.421501,-3.680008,40.3914722,-3.6941944,3.5485324958046323
387765,2022-05-11 00:08:43,2022-05-11 00:36:59,165,60,28.27,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387766,2022-05-11 00:08:43,2022-05-11 00:36:59,165,60,28.27,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387767,2022-05-11 00:08:46,2022-05-11 00:23:14,34,78,14.47,40.4146755,-3.7036825,40.400789,-3.6744,2.920850264809108
387768,2022-05-11 00:08:46,2022-05-11 00:23:14,34,78,14.47,40.4146755,-3.7036825,40.400789,-3.6744,2.920850264809108
387769,2022-05-11 00:08:50,2022-05-11 00:33:17,31,243,24.45,40.4163638,-3.7068969,40.43503,-3.67012,3.741541920584571
387770,2022-05-11 00:08:50,2022-05-11 00:33:17,31,243,24.45,40.4163638,-3.7068969,40.43503,-3.67012,3.741541920584571
387771,2022-05-11 00:09:13,2022-05-11 01:10:03,34,76,0.83,40.4146755,-3.7036825,40.4071304,-3.6751352,2.5584429435469445
387772,2022-05-11 00:09:13,2022-05-11 01:10:03,34,76,0.83,40.4146755,-3.7036825,40.4071304,-3.6751352,2.5584429435469445
387773,2022-05-11 00:09:18,2022-05-11 00:27:42,250,235,18.4,40.44106,-3.68609,40.38925864357911,-3.690358964335348,5.771375156813289
387774,2022-05-11 00:09:18,2022-05-11 00:27:42,250,235,18.4,40.44106,-3.68609,40.38925864357911,-3.690358964335348,5.771375156813289
387775,2022-05-11 00:09:26,2022-05-11 00:15:51,79,63,6.42,40.4051451,-3.6803874,40.4179237,-3.6708959,1.63241095790477
387776,2022-05-11 00:09:26,2022-05-11 00:15:51,79,63,6.42,40.4051451,-3.6803874,40.4179237,-3.6708959,1.63241095790477
387777,2022-05-11 00:09:32,2022-05-11 00:25:37,26,179,16.08,40.423855,-3.694475,40.3979722,-3.66925,3.5838872297199056
387778,2022-05-11 00:09:32,2022-05-11 00:25:37,26,179,16.08,40.423855,-3.694475,40.3979722,-3.66925,3.5838872297199056
387779,2022-05-11 00:09:42,2022-05-11 00:23:08,126,154,13.43,40.4344731,-3.7015686,40.4548456,-3.6946218,2.340351851803048
387780,2022-05-11 00:09:42,2022-05-11 00:23:08,126,154,13.43,40.4344731,-3.7015686,40.4548456,-3.6946218,2.340351851803048
387781,2022-05-11 00:09:51,2022-05-11 00:17:24,59,199,7.55,40.4239757,-3.7020842,40.4343611,-3.7149166,1.5853482829935566
387782,2022-05-11 00:09:51,2022-05-11 00:17:24,59,199,7.55,40.4239757,-3.7020842,40.4343611,-3.7149166,1.5853482829935566
387783,2022-05-11 00:10:07,2022-05-11 00:22:25,127,85,12.3,40.4338516,-3.708439,40.421501,-3.680008,2.770808122679868
387784,2022-05-11 00:10:07,2022-05-11 00:22:25,127,85,12.3,40.4338516,-3.708439,40.421501,-3.680008,2.770808122679868
387785,2022-05-11 00:10:25,2022-05-11 00:37:54,18,46,27.48,40.4207773,-3.6996502,40.4053153,-3.7071259,1.8320912013083348
387786,2022-05-11 00:10:25,2022-05-11 00:37:54,18,46,27.48,40.4207773,-3.6996502,40.4053153,-3.7071259,1.8320912013083348
387787,2022-05-11 00:10:47,2022-05-11 00:24:32,18,78,13.75,40.4207773,-3.6996502,40.400789,-3.6744,3.083866356736062
387788,2022-05-11 00:10:47,2022-05-11 00:24:32,18,78,13.75,40.4207773,-3.6996502,40.400789,-3.6744,3.083866356736062
387789,2022-05-11 00:10:58,2022-05-11 00:29:58,201,45,19.0,40.4386944,-3.7038333,40.4070358,-3.7110513,3.572907823496901
387790,2022-05-11 00:10:58,2022-05-11 00:29:58,201,45,19.0,40.4386944,-3.7038333,40.4070358,-3.7110513,3.572907823496901
387791,2022-05-11 00:11:02,2022-05-11 00:32:59,116b,193,21.95,40.423681,-3.710537,40.4324722,-3.6655555,3.930895018679552
387792,2022-05-11 00:11:02,2022-05-11 00:32:59,116b,193,21.95,40.423681,-3.710537,40.4324722,-3.6655555,3.930895018679552
387793,2022-05-11 00:11:29,2022-05-11 00:11:38,27,27,0.15,40.4132798,-3.6956178,40.4132798,-3.6956178,0.0
387794,2022-05-11 00:11:29,2022-05-11 00:11:38,27,27,0.15,40.4132798,-3.6956178,40.4132798,-3.6956178,0.0
387795,2022-05-11 00:11:53,2022-05-11 00:25:44,121,40,13.85,40.4017926,-3.6987665,40.4138846,-3.7049407,1.442619011669752
387796,2022-05-11 00:11:53,2022-05-11 00:25:44,121,40,13.85,40.4017926,-3.6987665,40.4138846,-3.7049407,1.442619011669752
387797,2022-05-11 00:11:59,2022-05-11 00:37:28,163,213,25.48,40.4035988,-3.7064516,40.4535,-3.7032777,5.55525993997116
387798,2022-05-11 00:11:59,2022-05-11 00:37:28,163,213,25.48,40.4035988,-3.7064516,40.4535,-3.7032777,5.55525993997116
387799,2022-05-11 00:12:10,2022-05-11 00:12:33,27,27,0.38,40.4132798,-3.6956178,40.4132798,-3.6956178,0.0
387800,2022-05-11 00:12:10,2022-05-11 00:12:33,27,27,0.38,40.4132798,-3.6956178,40.4132798,-3.6956178,0.0
387801,2022-05-11 00:12:11,2022-05-11 00:35:35,58,196,23.4,40.4222862,-3.697895,40.4441388,-3.6751388,3.1006419612815823
387802,2022-05-11 00:12:11,2022-05-11 00:35:35,58,196,23.4,40.4222862,-3.697895,40.4441388,-3.6751388,3.1006419612815823
387803,2022-05-11 00:12:25,2022-05-11 00:19:52,190,196,7.45,40.4343333,-3.6835833,40.4441388,-3.6751388,1.303662429126972
387804,2022-05-11 00:12:25,2022-05-11 00:19:52,190,196,7.45,40.4343333,-3.6835833,40.4441388,-3.6751388,1.303662429126972
387805,2022-05-11 00:12:45,2022-05-11 00:22:04,12,39,9.32,40.4284246,-3.7061931,40.4112744,-3.7088337,1.9200719523851884
387806,2022-05-11 00:12:45,2022-05-11 00:22:04,12,39,9.32,40.4284246,-3.7061931,40.4112744,-3.7088337,1.9200719523851884
387807,2022-05-11 00:12:48,2022-05-11 00:20:29,42,178,7.68,40.4107085,-3.6982318,40.4029202,-3.6788343,1.8567343068704496
387808,2022-05-11 00:12:48,2022-05-11 00:20:29,42,178,7.68,40.4107085,-3.6982318,40.4029202,-3.6788343,1.8567343068704496
387809,2022-05-11 00:12:50,2022-05-11 00:35:37,165,60,22.78,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387810,2022-05-11 00:12:50,2022-05-11 00:35:37,165,60,22.78,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387811,2022-05-11 00:12:54,2022-05-11 00:35:24,58,196,22.5,40.4222862,-3.697895,40.4441388,-3.6751388,3.1006419612815823
387812,2022-05-11 00:12:54,2022-05-11 00:35:24,58,196,22.5,40.4222862,-3.697895,40.4441388,-3.6751388,3.1006419612815823
387813,2022-05-11 00:12:59,2022-05-11 00:36:10,165,60,23.18,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387814,2022-05-11 00:12:59,2022-05-11 00:36:10,165,60,23.18,40.3928821,-3.6975708,40.419752,-3.688398,3.087093832008698
387815,2022-05-11 00:13:06,2022-05-11 00:13:22,27,27,0.27,40.4132798,-3.6956178,40.4132798,-3.6956178,0.0
387816,2022-05-11 00:13:06,2022-05-11 00:13:22,27,27,0.27,40.4132798,-3.6956178,40.4132798,-3.6956178,0.0
387817,2022-05-11 00:13:08,2022-05-11 00:19:11,51,173,6.05,40.4075606,-3.6935205,40.3981798,-3.7023918,1.2854288394100577
387818,2022-05-11 00:13:08,2022-05-11 00:19:11,51,173,6.05,40.4075606,-3.6935205,40.3981798,-3.7023918,1.2854288394100577
387819,2022-05-11 00:13:17,2022-05-11 00:33:02,116b,193,19.75,40.423681,-3.710537,40.4324722,-3.6655555,3.930895018679552
