Trip Id,Trip  Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type,Model
28129487,410,7766,2024-05-05 00:00:00,Albany Ave / Bloor St W,7208,05/05/2024 00:06,80 Clinton St,2914,Casual Member,ICONIC
28129489,267,7323,2024-05-05 00:00:00,457 King St W,7000,05/05/2024 00:04,Fort York  Blvd / Capreol Ct,8082,Casual Member,EFIT G5
28129491,35787,7033,2024-05-05 00:00:00,Union Station,7707,05/05/2024 09:57,Coronation Park (Martin Goodman Trail),3787,Casual Member,ICONIC
28129492,556,7089,2024-05-05 00:00:00,Church St  / Wood St,7761,05/05/2024 00:10,Moss Park,3537,Casual Member,ICONIC
28129493,1896,7644,2024-05-05 00:00:00,East Lynn Ave / Danforth Ave,7088,05/05/2024 00:32,Danforth Ave / Coxwell Ave,3858,Casual Member,ICONIC
28129494,740,7044,2024-05-05 00:00:00,Church St / Alexander St,7253,05/05/2024 00:13,John St  / Mercer St - SMART,9158,Casual Member,EFIT
28129495,1902,7644,2024-05-05 00:01:00,East Lynn Ave / Danforth Ave,7088,05/05/2024 00:32,Danforth Ave / Coxwell Ave,4292,Casual Member,ICONIC
28129496,1519,7205,2024-05-05 00:01:00,Rusholme Park Cres / College St,7635,05/05/2024 00:26,Runnymede Rd / Annette St,8104,Casual Member,EFIT G5
28129497,1808,7569,2024-05-05 00:01:00,Toronto Inukshuk Park,7467,05/05/2024 00:31,Lower Simcoe St / Bremner Blvd,3432,Casual Member,ICONIC
28129498,174,7901,2024-05-05 00:01:00,Bloor St W / Kingsmill Rd,7901,05/05/2024 00:04,Bloor St W / Kingsmill Rd,4962,Casual Member,ICONIC
28129499,1948,7169,2024-05-05 00:01:00,Front St W / Bay St (North Side),7327,05/05/2024 00:33,Davenport Rd / Dovercourt Rd - SMART,2432,Casual Member,ICONIC
28129500,489,7711,2024-05-05 00:01:00,Havelock St / Dewson St,7524,05/05/2024 00:09,Lisgar Park,2563,Casual Member,ICONIC
28129501,3102,7072,2024-05-05 00:01:00,Fleet St / Bathurst St,7730,05/05/2024 00:53,800 Fleet St (South),7623,Casual Member,EFIT G5
28129502,987,7716,2024-05-05 00:01:00,Church St / The Esplanade,7328,05/05/2024 00:18,Roxborough St W / Yonge St,8106,Casual Member,EFIT G5
28129503,872,7473,2024-05-05 00:01:00,Adelaide St W / Strachan Ave,7864,05/05/2024 00:16,Sussex Ave / St George St,3412,Casual Member,ICONIC
28129504,418,7724,2024-05-05 00:01:00,Wellesley St E / Parliament St,7724,05/05/2024 00:08,Wellesley St E / Parliament St,7465,Casual Member,EFIT G5
28129505,461,7260,2024-05-05 00:01:00,Spadina Ave / Adelaide St W,7022,05/05/2024 00:09,Simcoe St / Queen St W,1700,Annual Member,ICONIC
28129506,321,7788,2024-05-05 00:01:00,Queens Quay E / Lower Jarvis St ,7076,05/05/2024 00:07,York St / Queens Quay W,2738,Casual Member,ICONIC
28129507,583,7121,2024-05-05 00:01:00,Jarvis St / Dundas St E,7570,05/05/2024 00:11,Carlaw Ave / Dundas St E,5813,Casual Member,ICONIC
28129508,2305,7249,2024-05-05 00:01:00,Lakeview Ave / Harrison St (Green P) – SMART,7339,05/05/2024 00:40,Carlaw Ave / Strathcona Ave,1931,Casual Member,ICONIC
28129509,924,7033,2024-05-05 00:02:00,Union Station,7707,05/05/2024 00:17,Coronation Park (Martin Goodman Trail),5758,Casual Member,ICONIC
28129510,7068,7097,2024-05-05 00:02:00,Riverdale Park North (Broadview Ave),7321,05/05/2024 01:59,Front St W / University Ave (2),242,Casual Member,ICONIC
28129511,1715,7184,2024-05-05 00:02:00,Ossington Ave / College St,7591,05/05/2024 00:30,Elwood Blvd / Avenue Rd,7245,Annual Member,EFIT
28129512,676,7899,2024-05-05 00:02:00,Queens Park Cres / College St ,7089,05/05/2024 00:13,Church St  / Wood St,4728,Casual Member,ICONIC
28129513,1567,7773,2024-05-05 00:02:00,Grenoble Dr / Gateway Blvd,7724,05/05/2024 00:28,Wellesley St E / Parliament St,5961,Casual Member,ICONIC
28129514,369,7718,2024-05-05 00:02:00,St. Andrew's Playground Park,7543,05/05/2024 00:08,Nassau St / Bellevue Ave,6217,Casual Member,ICONIC
28129515,356,7234,2024-05-05 00:02:00,Roncesvalles Ave / Marmaduke St,7230,05/05/2024 00:08,Garden Ave / Roncesvalles Ave,3506,Casual Member,ICONIC
28129516,360,7718,2024-05-05 00:02:00,St. Andrew's Playground Park,7543,05/05/2024 00:08,Nassau St / Bellevue Ave,4224,Casual Member,ICONIC
28129517,7030,7097,2024-05-05 00:02:00,Riverdale Park North (Broadview Ave),7321,05/05/2024 01:59,Front St W / University Ave (2),3989,Casual Member,ICONIC
28129518,786,7076,2024-05-05 00:02:00,York St / Queens Quay W,7492,05/05/2024 00:15,Cherry St / Lake Shore Blvd E,1386,Casual Member,ICONIC
28129519,1409,7205,2024-05-05 00:02:00,Rusholme Park Cres / College St,7635,05/05/2024 00:26,Runnymede Rd / Annette St,3228,Casual Member,ICONIC
28129520,570,7700,2024-05-05 00:02:00,St Clair Ave W / Robina Ave,7139,05/05/2024 00:12,Glen Edyth Dr / Davenport Rd,4598,Casual Member,ICONIC
28129521,218,7043,2024-05-05 00:03:00,Queens Quay W / Lower Simcoe St,7684,05/05/2024 00:06,Bay St / Harbour St (East),1102,Casual Member,ICONIC
28129522,5845,7097,2024-05-05 00:03:00,Riverdale Park North (Broadview Ave),7914,05/05/2024 01:40,York St / Wellington St W (2),6160,Casual Member,ICONIC
28129523,688,7038,2024-05-05 00:03:00,Dundas St W / Yonge St,7311,05/05/2024 00:14,Sherbourne St / Isabella St,4184,Casual Member,ICONIC
28129524,648,7720,2024-05-05 00:03:00,King St W / Portland St,7633,05/05/2024 00:13,Noble St / Queen St W,2028,Casual Member,ICONIC
28129525,295,7234,2024-05-05 00:03:00,Roncesvalles Ave / Marmaduke St,7230,05/05/2024 00:08,Garden Ave / Roncesvalles Ave,1929,Casual Member,ICONIC
28129526,916,7581,2024-05-05 00:03:00,High Park Ave / Dundas St W,7687,05/05/2024 00:18,Bloor St W / Gladstone Ave - SMART,9108,Casual Member,EFIT
28129527,776,7076,2024-05-05 00:03:00,York St / Queens Quay W,7492,05/05/2024 00:16,Cherry St / Lake Shore Blvd E,4368,Casual Member,ICONIC
28129528,523,7707,2024-05-05 00:03:00,Coronation Park (Martin Goodman Trail),7076,05/05/2024 00:12,York St / Queens Quay W,4002,Casual Member,ICONIC
28129529,747,7432,2024-05-05 00:03:00,Frederick St / King St E,7542,05/05/2024 00:15,Queen St W / John St,4484,Casual Member,ICONIC
28129530,705,7220,2024-05-05 00:03:00,Lake Shore Blvd W / Ellis Ave,7193,05/05/2024 00:15,Dufferin St / Queen St W,7909,Casual Member,EFIT G5
28129531,1009,7271,2024-05-05 00:03:00,Yonge St / Alexander St - SMART,7271,05/05/2024 00:20,Yonge St / Alexander St - SMART,7620,Annual Member,EFIT G5
28129532,510,7707,2024-05-05 00:03:00,Coronation Park (Martin Goodman Trail),7076,05/05/2024 00:11,York St / Queens Quay W,4835,Casual Member,ICONIC
28129533,404,7000,2024-05-05 00:03:00,Fort York  Blvd / Capreol Ct,7772,05/05/2024 00:10,Simcoe St / King St W,2600,Casual Member,ICONIC
28129534,2112,7633,2024-05-05 00:03:00,Noble St / Queen St W,7118,05/05/2024 00:38,King St W / Bay St (East Side),2048,Casual Member,ICONIC
28129535,277,7234,2024-05-05 00:03:00,Roncesvalles Ave / Marmaduke St,7230,05/05/2024 00:08,Garden Ave / Roncesvalles Ave,5585,Casual Member,ICONIC
28129536,6810,7097,2024-05-05 00:03:00,Riverdale Park North (Broadview Ave),7321,05/05/2024 01:57,Front St W / University Ave (2),2560,Casual Member,ICONIC
28129538,585,7368,2024-05-05 00:03:00,Lisgar St / Dundas St W - SMART,7198,05/05/2024 00:13,Queen St W / Cowan Ave,603,Casual Member,ICONIC
28129539,830,7730,2024-05-05 00:03:00,800 Fleet St (South),7076,05/05/2024 00:17,York St / Queens Quay W,8191,Casual Member,EFIT G5
28129540,1330,7271,2024-05-05 00:03:00,Yonge St / Alexander St - SMART,7887,05/05/2024 00:25,800 Fleet St (North),4000,Casual Member,ICONIC
28129541,612,7656,2024-05-05 00:03:00,Bloor St W / Brock Ave,7302,05/05/2024 00:14,Winona Dr / Davenport Rd,7537,Casual Member,EFIT G5
28129543,811,7730,2024-05-05 00:03:00,800 Fleet St (South),7076,05/05/2024 00:17,York St / Queens Quay W,7999,Casual Member,EFIT G5
28129542,670,7548,2024-05-05 00:03:00,St. Joseph St / Bay St - SMART,7101,05/05/2024 00:15,Lower Sherbourne St / The Esplanade,3539,Casual Member,ICONIC
28129544,864,7368,2024-05-05 00:04:00,Lisgar St / Dundas St W - SMART,7061,05/05/2024 00:18,Dalton Rd / Bloor St W,5557,Casual Member,ICONIC
28129546,2256,7468,2024-05-05 00:04:00,Front St W / Simcoe St,7416,05/05/2024 00:41,Spadina Ave / Blue Jays Way,6419,Casual Member,ICONIC
28129548,8130,7012,2024-05-05 00:04:00,Elizabeth St / Edward St (Bus Terminal),7012,05/05/2024 02:19,Elizabeth St / Edward St (Bus Terminal),1527,Casual Member,ICONIC
28129550,340,7848,2024-05-05 00:04:00,Gerrard St E / Nasmith Ave ,7453,05/05/2024 00:10,Jarvis St / Maitland Pl,8096,Casual Member,EFIT G5
28129552,2057,7633,2024-05-05 00:04:00,Noble St / Queen St W,7118,05/05/2024 00:38,King St W / Bay St (East Side),2050,Casual Member,ICONIC
28129551,534,7416,2024-05-05 00:04:00,Spadina Ave / Blue Jays Way,7323,05/05/2024 00:13,457 King St W,7479,Annual Member,EFIT G5
28129553,275,7238,2024-05-05 00:04:00,Sorauren Ave / Geoffrey St - SMART,7232,05/05/2024 00:09,Queen St W  /  Fuller Ave - SMART,7844,Casual Member,EFIT G5
28129554,940,7174,2024-05-05 00:04:00,Bloor St W / Dundas St W,7007,05/05/2024 00:20,College St / Huron St,1872,Casual Member,ICONIC
28129555,1899,7907,2024-05-05 00:04:00,365 Lippincott St,7123,05/05/2024 00:36,424 Wellington St W,313,Casual Member,ICONIC
28129556,1304,7599,2024-05-05 00:04:00,Richmond St W / York St,7766,05/05/2024 00:26,Albany Ave / Bloor St W,2860,Casual Member,ICONIC
28129557,484,7135,2024-05-05 00:04:00,Hanna Ave / Liberty St,7730,05/05/2024 00:12,800 Fleet St (South),5573,Casual Member,ICONIC
28129558,332,7059,2024-05-05 00:04:00,Front St W / Blue Jays Way,7398,05/05/2024 00:10,York St / Lake Shore Blvd W,5132,Casual Member,ICONIC
28129559,284,7038,2024-05-05 00:05:00,Dundas St W / Yonge St,7599,05/05/2024 00:09,Richmond St W / York St,2849,Casual Member,ICONIC
28129561,1033,7928,2024-05-05 00:05:00,Simcoe St / Pullan Pl,7208,05/05/2024 00:22,80 Clinton St,7733,Casual Member,EFIT G5
28129562,744,7375,2024-05-05 00:05:00,Front St E / Scott St,7044,05/05/2024 00:17,Church St / Alexander St,74,Casual Member,ICONIC
28129563,1287,7927,2024-05-05 00:05:00,Strachan Ave / East Liberty St - SMART,7657,05/05/2024 00:26,1 Market St - SMART,5430,Casual Member,ICONIC
28129564,840,7596,2024-05-05 00:05:00,Langford Ave / Danforth Ave - SMART,7093,05/05/2024 00:19,Danforth Ave / Gough Ave,2032,Casual Member,ICONIC
28129565,1282,7006,2024-05-05 00:05:00,Bay St / College St (East Side),7707,05/05/2024 00:27,Coronation Park (Martin Goodman Trail),6712,Annual Member,EFIT
28129567,703,7600,2024-05-05 00:05:00,Ursula Franklin St / Huron St - SMART,7467,05/05/2024 00:17,Lower Simcoe St / Bremner Blvd,7704,Casual Member,EFIT G5
28129568,732,7240,2024-05-05 00:05:00,Bloor St W / Shaw St - SMART,7160,05/05/2024 00:18,King St W / Tecumseth St,5900,Annual Member,ICONIC
28129569,137,7014,2024-05-05 00:05:00,Sherbourne St / Carlton St (Allan Gardens),7109,05/05/2024 00:08,Seaton St / Dundas St E - SMART,5117,Casual Member,ICONIC
28129570,327,7900,2024-05-05 00:05:00,Simcoe St / Elm St,7079,05/05/2024 00:11,McGill St / Church St,4114,Casual Member,ICONIC
28129571,774,7596,2024-05-05 00:06:00,Langford Ave / Danforth Ave - SMART,7093,05/05/2024 00:18,Danforth Ave / Gough Ave,183,Casual Member,ICONIC
28129572,1980,7043,2024-05-05 00:06:00,Queens Quay W / Lower Simcoe St,7204,05/05/2024 00:39,College St / Crawford St,2908,Casual Member,ICONIC
28129573,3191,7265,2024-05-05 00:06:00,Wallace Ave / Symington Ave - SMART,7465,05/05/2024 00:59,Russell Hill Rd / St Clair Ave W,8195,Casual Member,EFIT G5
28129574,582,7358,2024-05-05 00:06:00,Galbraith Rd / King's College Rd,7453,05/05/2024 00:15,Jarvis St / Maitland Pl,1806,Annual Member,ICONIC
28129575,478,7766,2024-05-05 00:06:00,Albany Ave / Bloor St W,7007,05/05/2024 00:14,College St / Huron St,600,Casual Member,ICONIC
28129576,1143,7766,2024-05-05 00:06:00,Albany Ave / Bloor St W,7079,05/05/2024 00:25,McGill St / Church St,5113,Annual Member,ICONIC
28129577,471,7188,2024-05-05 00:06:00,Exhibition GO (Atlantic Ave),7244,05/05/2024 00:14,Dufferin Gate - SMART,362,Casual Member,ICONIC
28129578,483,7771,2024-05-05 00:06:00,St. Clair Ave W / Osler St,7415,05/05/2024 00:14,Keele St / Vine Ave,8491,Casual Member,EFIT
28129579,754,7296,2024-05-05 00:06:00,Westmoreland Ave / Fernbank Ave,7037,05/05/2024 00:19,Bathurst St / Dundas St W,7135,Casual Member,EFIT
28129580,320,7334,2024-05-05 00:06:00,Simcoe St / Wellington St W North,7324,05/05/2024 00:12,King St W / Charlotte St,6167,Casual Member,ICONIC
28129581,428,7412,2024-05-05 00:06:00,King St W / Crawford St,7072,05/05/2024 00:13,Fleet St / Bathurst St,3930,Annual Member,ICONIC
28129582,2925,7102,2024-05-05 00:06:00,Nelson St / Duncan St,7929,05/05/2024 00:55,Spadina Ave / Bulwer St- SMART ,22,Casual Member,ICONIC
28129583,263,7911,2024-05-05 00:06:00,King St W / York St (2),7373,05/05/2024 00:11,George St / King St E,4900,Casual Member,ICONIC
28129584,435,7188,2024-05-05 00:06:00,Exhibition GO (Atlantic Ave),7244,05/05/2024 00:14,Dufferin Gate - SMART,1986,Casual Member,ICONIC
28129586,1162,7407,2024-05-05 00:07:00,University Ave / Queen St W,7766,05/05/2024 00:26,Albany Ave / Bloor St W,863,Casual Member,ICONIC
28129588,870,7335,2024-05-05 00:07:00,Bay St / Bloor St W (West Side),7023,05/05/2024 00:21,College St / Borden St,7661,Casual Member,EFIT G5
28129590,2017,7385,2024-05-05 00:07:00,20 Charles St E,7174,05/05/2024 00:40,Bloor St W / Dundas St W,820,Casual Member,ICONIC
28129591,1164,7407,2024-05-05 00:07:00,University Ave / Queen St W,7766,05/05/2024 00:26,Albany Ave / Bloor St W,6097,Casual Member,ICONIC
28129593,1358,7269,2024-05-05 00:07:00,Toronto Eaton Centre (Yonge St) - SMART,7770,05/05/2024 00:30,Spadina Ave / Sullivan St,1701,Casual Member,ICONIC
28129594,243,7109,2024-05-05 00:07:00,Seaton St / Dundas St E - SMART,7292,05/05/2024 00:11,Granby St / Church St - SMART,2448,Casual Member,ICONIC
28129596,1149,7407,2024-05-05 00:07:00,University Ave / Queen St W,7766,05/05/2024 00:26,Albany Ave / Bloor St W,5534,Casual Member,ICONIC
28129597,705,7899,2024-05-05 00:07:00,Queens Park Cres / College St ,7208,05/05/2024 00:19,80 Clinton St,4323,Casual Member,ICONIC
28129598,981,7174,2024-05-05 00:07:00,Bloor St W / Dundas St W,7273,05/05/2024 00:24,Bay St / Charles St W - SMART,9141,Casual Member,EFIT
28129599,229,7706,2024-05-05 00:07:00,Felstead Ave/Gillard Ave (Monarch Park),7607,05/05/2024 00:11,Fairmount Park,8294,Casual Member,EFIT G5
28129600,747,7006,2024-05-05 00:07:00,Bay St / College St (East Side),7140,05/05/2024 00:20,Macpherson Ave / Spadina Rd,8223,Casual Member,EFIT G5
28129601,692,7791,2024-05-05 00:07:00,Ossington Ave / Bruce St,7545,05/05/2024 00:19,Baldwin St / Henry St,1821,Annual Member,ICONIC
28129602,688,7899,2024-05-05 00:08:00,Queens Park Cres / College St ,7208,05/05/2024 00:19,80 Clinton St,2804,Casual Member,ICONIC
28129603,1478,7543,2024-05-05 00:08:00,Nassau St / Bellevue Ave,7198,05/05/2024 00:32,Queen St W / Cowan Ave,1690,Casual Member,ICONIC
28129604,519,7462,2024-05-05 00:08:00,Richmond St E / Yonge St,7718,05/05/2024 00:16,St. Andrew's Playground Park,1547,Annual Member,ICONIC
28129605,971,7043,2024-05-05 00:08:00,Queens Quay W / Lower Simcoe St,7244,05/05/2024 00:24,Dufferin Gate - SMART,3181,Casual Member,ICONIC
28129606,413,7682,2024-05-05 00:08:00,Bathurst St / Front St W,7927,05/05/2024 00:15,Strachan Ave / East Liberty St - SMART,6519,Casual Member,ICONIC
28129607,440,7035,2024-05-05 00:08:00,Queen St W / Ossington Ave,7160,05/05/2024 00:15,King St W / Tecumseth St,2450,Casual Member,ICONIC
28129608,399,7682,2024-05-05 00:08:00,Bathurst St / Front St W,7927,05/05/2024 00:14,Strachan Ave / East Liberty St - SMART,1670,Casual Member,ICONIC
28129609,417,7682,2024-05-05 00:08:00,Bathurst St / Front St W,7927,05/05/2024 00:15,Strachan Ave / East Liberty St - SMART,1033,Casual Member,ICONIC
28129610,654,7038,2024-05-05 00:08:00,Dundas St W / Yonge St,7542,05/05/2024 00:19,Queen St W / John St,3999,Casual Member,ICONIC
28129611,1901,7788,2024-05-05 00:08:00,Queens Quay E / Lower Jarvis St ,7316,05/05/2024 00:40,Queen St. E / Spruce Hill Rd.,5230,Casual Member,ICONIC
28129613,7826,7041,2024-05-05 00:09:00,Edward St / Yonge St,7012,05/05/2024 02:19,Elizabeth St / Edward St (Bus Terminal),1307,Casual Member,ICONIC
28129614,950,7409,2024-05-05 00:09:00,Isabella St / Church St,7101,05/05/2024 00:25,Lower Sherbourne St / The Esplanade,3154,Annual Member,ICONIC
28129615,593,7038,2024-05-05 00:09:00,Dundas St W / Yonge St,7542,05/05/2024 00:19,Queen St W / John St,4105,Casual Member,ICONIC
28129616,99,7033,2024-05-05 00:09:00,Union Station,7321,05/05/2024 00:11,Front St W / University Ave (2),4015,Annual Member,ICONIC
28129617,581,7199,2024-05-05 00:09:00,College St / Markham St,7217,05/05/2024 00:19,Soho St / Queen St W,3467,Casual Member,ICONIC
28129618,382,7160,2024-05-05 00:09:00,King St W / Tecumseth St,7790,05/05/2024 00:15,Lynn Williams St / Pirandello St ,8991,Casual Member,EFIT
28129619,239,7101,2024-05-05 00:09:00,Lower Sherbourne St / The Esplanade,7013,05/05/2024 00:13,Scott St / The Esplanade,4968,Casual Member,ICONIC
28129620,234,7101,2024-05-05 00:09:00,Lower Sherbourne St / The Esplanade,7013,05/05/2024 00:13,Scott St / The Esplanade,1632,Annual Member,ICONIC
28129622,446,7416,2024-05-05 00:10:00,Spadina Ave / Blue Jays Way,7013,05/05/2024 00:17,Scott St / The Esplanade,3139,Casual Member,ICONIC
28129623,877,7069,2024-05-05 00:10:00,Queen St W / Spadina Ave,7311,05/05/2024 00:24,Sherbourne St / Isabella St,9121,Casual Member,EFIT
28129624,868,7126,2024-05-05 00:10:00,Yonge St / Yorkville Ave,7144,05/05/2024 00:24,Palmerston Ave / Vermont Ave,2730,Casual Member,ICONIC
28129625,375,7505,2024-05-05 00:10:00,Ontario St / Adelaide St E -SMART,7055,05/05/2024 00:16,Jarvis St / Carlton St,6747,Annual Member,EFIT
28129626,417,7079,2024-05-05 00:10:00,McGill St / Church St,7007,05/05/2024 00:17,College St / Huron St,1712,Casual Member,ICONIC
28129628,419,7169,2024-05-05 00:11:00,Front St W / Bay St (North Side),7599,05/05/2024 00:18,Richmond St W / York St,4676,Casual Member,ICONIC
28129630,320,7041,2024-05-05 00:11:00,Edward St / Yonge St,7386,05/05/2024 00:16,D'Arcy St / McCaul St - SMART,1057,Casual Member,ICONIC
28129631,2574,7492,2024-05-05 00:11:00,Cherry St / Lake Shore Blvd E,7752,05/05/2024 00:54,1926 Lake Shore Blvd W,6168,Casual Member,ICONIC
28129632,703,7033,2024-05-05 00:11:00,Union Station,7366,05/05/2024 00:23,Fort York Blvd / Bathurst St - SMART,463,Casual Member,ICONIC
28129635,813,7520,2024-05-05 00:11:00,St Clarens Ave / Shirley St,7437,05/05/2024 00:25,Concord Ave / Bloor St W,9122,Casual Member,EFIT
28129636,366,7367,2024-05-05 00:11:00,Alma Ave / Gladstone Ave SMART,7148,05/05/2024 00:17,King St W / Joe Shuster Way,3287,Casual Member,ICONIC
28129638,481,7042,2024-05-05 00:11:00,Sherbourne St / Wellesley St E,7065,05/05/2024 00:19,Dundas St E / Parliament St,2755,Annual Member,ICONIC
28129639,688,7033,2024-05-05 00:11:00,Union Station,7366,05/05/2024 00:23,Fort York Blvd / Bathurst St - SMART,4316,Casual Member,ICONIC
28129640,1728,7579,2024-05-05 00:11:00,Glebe Rd W / Yonge St,7699,05/05/2024 00:40,St Clair Ave W / Oakwood Ave,2465,Casual Member,ICONIC
28129641,451,7248,2024-05-05 00:12:00,Baldwin St / Spadina Ave - SMART,7073,05/05/2024 00:19,Spadina Ave / Fort York Blvd,4567,Casual Member,ICONIC
28129642,511,7252,2024-05-05 00:12:00,Robert St / Bloor St W - SMART,7032,05/05/2024 00:20,Augusta Ave / Dundas St W,6473,Casual Member,ICONIC
28129643,578,7320,2024-05-05 00:12:00,Front St W / University Ave (1),7719,05/05/2024 00:21,Wolseley St / Augusta Ave,7747,Annual Member,EFIT G5
28129644,1329,7076,2024-05-05 00:12:00,York St / Queens Quay W,7114,05/05/2024 00:34,Carlton St / Parliament St,4835,Casual Member,ICONIC
28129645,715,7462,2024-05-05 00:12:00,Richmond St E / Yonge St,7248,05/05/2024 00:24,Baldwin St / Spadina Ave - SMART,1149,Casual Member,ICONIC
28129647,355,7246,2024-05-05 00:12:00,Yonge St / Bloor St,7269,05/05/2024 00:18,Toronto Eaton Centre (Yonge St) - SMART,7675,Casual Member,EFIT G5
28129648,1414,7044,2024-05-05 00:12:00,Church St / Alexander St,7252,05/05/2024 00:36,Robert St / Bloor St W - SMART,229,Casual Member,ICONIC
28129650,610,7296,2024-05-05 00:12:00,Westmoreland Ave / Fernbank Ave,7181,05/05/2024 00:22,Lansdowne Ave / Whytock Ave,2919,Annual Member,ICONIC
28129651,1186,7076,2024-05-05 00:12:00,York St / Queens Quay W,7576,05/05/2024 00:32,Front St E / Bayview Avenue,2234,Casual Member,ICONIC
28129652,750,7102,2024-05-05 00:12:00,Nelson St / Duncan St,7197,05/05/2024 00:25,Queen St W / Dovercourt Rd,4147,Casual Member,ICONIC
28129653,309,7196,2024-05-05 00:12:00,Roxton Rd / Harbord St,7207,05/05/2024 00:17,Dundas St W / Crawford St,3691,Casual Member,ICONIC
28129654,1109,7794,2024-05-05 00:12:00,York St / Harbour St (Love Park),7657,05/05/2024 00:31,1 Market St - SMART,6529,Casual Member,ICONIC
28129656,195,7209,2024-05-05 00:13:00,Ossington Ave / Harrison St,7791,05/05/2024 00:16,Ossington Ave / Bruce St,6860,Casual Member,EFIT
28129657,339,7497,2024-05-05 00:13:00,128 Sterling Rd - SMART,7866,05/05/2024 00:18,697 Lansdowne Ave ,1946,Casual Member,ICONIC
28129658,515,7002,2024-05-05 00:13:00,St. George St / Bloor St W,7235,05/05/2024 00:21,Bay St / College St (West Side) - SMART,1881,Casual Member,ICONIC
28129659,456,7662,2024-05-05 00:13:00,Beaty Ave / Queen St W,7524,05/05/2024 00:20,Lisgar Park,5369,Casual Member,ICONIC
28129664,1938,7724,2024-05-05 00:14:00,Wellesley St E / Parliament St,7790,05/05/2024 00:46,Lynn Williams St / Pirandello St ,3925,Casual Member,ICONIC
28129665,333,7459,2024-05-05 00:14:00,St Clair Ave W / Winona Dr,7434,05/05/2024 00:19,91 Via Italia,8062,Casual Member,EFIT G5
28129666,1762,7078,2024-05-05 00:14:00,College St / Major St,7174,05/05/2024 00:43,Bloor St W / Dundas St W,6439,Casual Member,ICONIC
28129667,1665,7208,2024-05-05 00:14:00,80 Clinton St,7781,05/05/2024 00:42,St Clair Ave W / Avenue Rd ,7540,Casual Member,EFIT G5
28129670,2721,7724,2024-05-05 00:14:00,Wellesley St E / Parliament St,7036,05/05/2024 01:00,Trinity St /Front St E,7465,Casual Member,EFIT G5
28129675,1006,7049,2024-05-05 00:15:00,Portland St / Queen St W,7139,05/05/2024 00:31,Glen Edyth Dr / Davenport Rd,7066,Casual Member,EFIT
28129676,341,7143,2024-05-05 00:15:00,Kendal Ave / Bernard Ave,7140,05/05/2024 00:21,Macpherson Ave / Spadina Rd,8098,Casual Member,EFIT G5
28129677,900,7706,2024-05-05 00:15:00,Felstead Ave/Gillard Ave (Monarch Park),7702,05/05/2024 00:30,111 Broadview Ave,3713,Casual Member,ICONIC
28129679,328,7193,2024-05-05 00:15:00,Dufferin St / Queen St W,7821,05/05/2024 00:20,Lisgar St / Queen St W - SMART,7503,Casual Member,EFIT G5
28129683,682,7102,2024-05-05 00:15:00,Nelson St / Duncan St,7633,05/05/2024 00:27,Noble St / Queen St W,8059,Casual Member,EFIT G5
28129684,673,7273,2024-05-05 00:15:00,Bay St / Charles St W - SMART,7023,05/05/2024 00:27,College St / Borden St,5678,Casual Member,ICONIC
28129685,387,7033,2024-05-05 00:15:00,Union Station,7816,05/05/2024 00:22,Bay St / Dundas St W,4401,Casual Member,ICONIC
28129686,1608,7536,2024-05-05 00:16:00,Palmerston Ave / Dundas St W,7278,05/05/2024 00:42,Mallon Ave / Jones Ave -SMART,4403,Casual Member,ICONIC
28129687,383,7412,2024-05-05 00:16:00,King St W / Crawford St,7720,05/05/2024 00:22,King St W / Portland St,902,Casual Member,ICONIC
28129689,1022,7322,2024-05-05 00:16:00,East Liberty St / Western Battery Rd,7682,05/05/2024 00:33,Bathurst St / Front St W,2820,Casual Member,ICONIC
28129690,288,7720,2024-05-05 00:16:00,King St W / Portland St,7412,05/05/2024 00:21,King St W / Crawford St,2748,Casual Member,ICONIC
28129691,890,7249,2024-05-05 00:16:00,Lakeview Ave / Harrison St (Green P) – SMART,7033,05/05/2024 00:31,Union Station,1109,Annual Member,ICONIC
28129692,175,7234,2024-05-05 00:16:00,Roncesvalles Ave / Marmaduke St,7238,05/05/2024 00:19,Sorauren Ave / Geoffrey St - SMART,6014,Casual Member,ICONIC
28129694,444,7000,2024-05-05 00:17:00,Fort York  Blvd / Capreol Ct,7323,05/05/2024 00:24,457 King St W,8082,Casual Member,EFIT G5
28129696,473,7169,2024-05-05 00:17:00,Front St W / Bay St (North Side),7682,05/05/2024 00:25,Bathurst St / Front St W,3887,Casual Member,ICONIC
28129697,938,7719,2024-05-05 00:17:00,Wolseley St / Augusta Ave,7205,05/05/2024 00:33,Rusholme Park Cres / College St,6522,Casual Member,ICONIC
28129698,122,7791,2024-05-05 00:17:00,Ossington Ave / Bruce St,7035,05/05/2024 00:19,Queen St W / Ossington Ave,1733,Casual Member,ICONIC
28129699,1046,7790,2024-05-05 00:17:00,Lynn Williams St / Pirandello St ,7430,05/05/2024 00:35,Marilyn Bell Park Tennis Court,2290,Casual Member,ICONIC
28129700,1454,7160,2024-05-05 00:17:00,King St W / Tecumseth St,7657,05/05/2024 00:42,1 Market St - SMART,7710,Casual Member,EFIT G5
28129701,1004,7721,2024-05-05 00:17:00,Widmer St / King St W,7298,05/05/2024 00:34,Bathurst St / Adelaide St W,2924,Casual Member,ICONIC
