simulated_day,method,completed_trips,missed_trips,completion_rate,rebalancing_cost,avg_availability,remaining_bikes,moved_3_4_h,moved_12_13_h
2022-05-05,MARL,14409,221,98.49,5420,95.07,7704,2742,2678
2022-05-11,MARL,28057,1811,93.94,5288,93.29,7704,2870,2418
2022-05-05,MARL,14268,362,97.53,5583,95.0,7704,2742,2841
2022-05-11,MARL,27865,2003,93.29,5696,93.08,7704,2870,2826
2022-05-05,MARL,14379,251,98.28,5265,95.15,7704,2742,2523
2022-05-11,MARL,28112,1756,94.12,5326,93.25,7704,2870,2456
2022-05-05,MARL,14361,269,98.16,6049,94.72,7704,2742,3307
2022-05-11,MARL,27581,2287,92.34,6139,92.87,7704,2870,3269
2022-05-05,MARL,14315,315,97.85,5242,95.18,7704,2742,2500
2022-05-11,MARL,28055,1813,93.93,5323,93.26,7704,2870,2453
2022-05-05,MARL,14372,258,98.24,5253,95.17,7704,2742,2511
2022-05-11,MARL,27994,1874,93.73,5303,93.28,7704,2870,2433
2022-05-05,MARL,14366,264,98.2,5289,95.14,7704,2742,2547
2022-05-11,MARL,27978,1890,93.67,5521,93.16,7704,2870,2651
2022-05-05,MARL,14147,483,96.7,8795,93.21,7704,2742,6053
2022-05-11,MARL,27371,2497,91.64,8491,91.57,7704,2870,5621
2022-05-05,MARL,14169,461,96.85,8649,93.28,7704,2742,5907
2022-05-11,MARL,27335,2533,91.52,8448,91.6,7704,2870,5578
2022-05-05,MARL,14166,464,96.83,8475,93.39,7704,2742,5733
2022-05-11,MARL,27387,2481,91.69,8346,91.65,7704,2870,5476
2022-05-05,MARL,14307,323,97.79,8029,93.62,7704,2742,5287
2022-05-11,MARL,27381,2487,91.67,8013,91.84,7704,2870,5143
2022-05-05,MARL,14282,348,97.62,8032,93.62,7704,2742,5290
2022-05-11,MARL,27448,2420,91.9,8094,91.78,7704,2870,5224
2022-05-05,MARL,14252,378,97.42,7783,93.77,7704,2742,5041
2022-05-11,MARL,27602,2266,92.41,7539,92.08,7704,2870,4669
2022-05-05,MARL,14306,324,97.79,7541,93.89,7704,2742,4799
2022-05-11,MARL,27669,2199,92.64,7565,92.06,7704,2870,4695
2022-05-05,MARL,14271,359,97.55,7323,94.02,7704,2742,4581
2022-05-11,MARL,27663,2205,92.62,7249,92.23,7704,2870,4379
2022-05-05,MARL,14252,378,97.42,7546,93.89,7704,2742,4804
2022-05-11,MARL,27551,2317,92.24,7557,92.07,7704,2870,4687
2022-05-05,MARL,13852,778,94.68,9889,92.63,7704,2742,7147
2022-05-11,MARL,26326,3542,88.14,9448,91.16,7704,2870,6578
2022-05-05,MARL,14291,339,97.68,6878,94.27,7704,2742,4136
2022-05-11,MARL,27603,2265,92.42,7054,92.35,7704,2870,4184
2022-05-05,MARL,14297,333,97.72,6714,94.37,7704,2742,3972
2022-05-11,MARL,27732,2136,92.85,6550,92.61,7704,2870,3680
2022-05-05,MARL,14339,291,98.01,6841,94.28,7704,2742,4099
2022-05-11,MARL,27876,1992,93.33,6379,92.7,7704,2870,3509
2022-05-05,MARL,14448,182,98.76,6241,94.6,7704,2742,3499
2022-05-11,MARL,27970,1898,93.65,5939,92.93,7704,2870,3069
2022-05-05,MARL,14482,148,98.99,6063,94.7,7704,2742,3321
2022-05-11,MARL,28059,1809,93.94,5970,92.9,7704,2870,3100
2022-05-05,MARL,14330,300,97.95,6426,94.52,7704,2742,3684
2022-05-11,MARL,27868,2000,93.3,6266,92.76,7704,2870,3396
2022-05-05,MARL,14294,336,97.7,6753,94.34,7704,2742,4011
2022-05-11,MARL,27760,2108,92.94,6603,92.58,7704,2870,3733
2022-05-05,MARL,14290,340,97.68,5971,94.78,7704,2742,3229
2022-05-11,MARL,27930,1938,93.51,6082,92.85,7704,2870,3212
2022-05-05,MARL,14399,231,98.42,6054,94.71,7704,2742,3312
2022-05-11,MARL,27829,2039,93.17,5945,92.95,7704,2870,3075
2022-05-05,MARL,14337,293,98.0,6064,94.72,7704,2742,3322
2022-05-11,MARL,27738,2130,92.87,6164,92.84,7704,2870,3294
2022-05-05,MARL,14367,263,98.2,5699,94.92,7704,2742,2957
2022-05-11,MARL,28037,1831,93.87,5707,93.06,7704,2870,2837
2022-05-05,MARL,14399,231,98.42,5652,94.94,7704,2742,2910
2022-05-11,MARL,27946,1922,93.57,5732,93.05,7704,2870,2862
2022-05-05,MARL,14219,411,97.19,6298,94.6,7704,2742,3556
2022-05-11,MARL,27457,2411,91.93,6262,92.81,7704,2870,3392
2022-05-05,MARL,14508,122,99.17,4601,95.51,7704,2742,1859
2022-05-11,MARL,28477,1391,95.34,4534,93.66,7704,2870,1664
2022-05-05,MARL,14437,193,98.68,5998,94.74,7704,2742,3256
2022-05-11,MARL,27980,1888,93.68,6237,92.77,7704,2870,3367
2022-05-05,MARL,14386,244,98.33,5366,95.1,7704,2742,2624
2022-05-11,MARL,27888,1980,93.37,5402,93.24,7704,2870,2532
2022-05-05,MARL,14288,342,97.66,5523,95.03,7704,2742,2781
2022-05-11,MARL,27850,2018,93.24,5768,93.04,7704,2870,2898
2022-05-05,MARL,14389,241,98.35,5324,95.13,7704,2742,2582
2022-05-11,MARL,28076,1792,94.0,5383,93.23,7704,2870,2513
2022-05-05,MARL,14346,284,98.06,5566,95.0,7704,2742,2824
2022-05-11,MARL,27663,2205,92.62,5776,93.06,7704,2870,2906
2022-05-05,MARL,14441,189,98.71,5361,95.1,7704,2742,2619
2022-05-11,MARL,28075,1793,94.0,5326,93.26,7704,2870,2456
2022-05-05,MARL,14342,288,98.03,5537,95.01,7704,2742,2795
2022-05-11,MARL,28056,1812,93.93,5331,93.26,7704,2870,2461
2022-05-05,MARL,14355,275,98.12,5337,95.12,7704,2742,2595
2022-05-11,MARL,28116,1752,94.13,5393,93.22,7704,2870,2523
2022-05-05,MARL,14369,261,98.22,5305,95.14,7704,2742,2563
2022-05-11,MARL,27996,1872,93.73,5497,93.18,7704,2870,2627
2022-05-05,MARL,14384,246,98.32,5315,95.13,7704,2742,2573
2022-05-11,MARL,28015,1853,93.8,5331,93.27,7704,2870,2461
2022-05-05,MARL,14291,339,97.68,5459,95.06,7704,2742,2717
2022-05-11,MARL,27909,1959,93.44,5502,93.18,7704,2870,2632
2022-05-05,MARL,14311,319,97.82,5801,94.88,7704,2742,3059
2022-05-11,MARL,27916,1952,93.46,5500,93.18,7704,2870,2630
2022-05-05,MARL,14288,342,97.66,6002,94.76,7704,2742,3260
2022-05-11,MARL,27353,2515,91.58,6160,92.89,7704,2870,3290
2022-05-05,MARL,14385,245,98.33,5379,95.1,7704,2742,2637
2022-05-11,MARL,28044,1824,93.89,5494,93.18,7704,2870,2624
2022-05-05,MARL,14357,273,98.13,5333,95.12,7704,2742,2591
2022-05-11,MARL,27927,1941,93.5,5552,93.16,7704,2870,2682
2022-05-05,MARL,14264,366,97.5,5954,94.79,7704,2742,3212
2022-05-11,MARL,27709,2159,92.77,6022,92.92,7704,2870,3152
2022-05-05,MARL,14248,382,97.39,5992,94.78,7704,2742,3250
2022-05-11,MARL,27578,2290,92.33,5991,92.95,7704,2870,3121
2022-05-05,MARL,14354,276,98.11,5416,95.08,7704,2742,2674
2022-05-11,MARL,27959,1909,93.61,5295,93.29,7704,2870,2425
2022-05-05,MARL,14316,314,97.85,5646,94.96,7704,2742,2904
2022-05-11,MARL,27919,1949,93.47,5788,93.02,7704,2870,2918
2022-05-05,MARL,14406,224,98.47,5327,95.12,7704,2742,2585
2022-05-11,MARL,27937,1931,93.53,5434,93.22,7704,2870,2564
2022-05-05,MARL,14232,398,97.28,6027,94.76,7704,2742,3285
2022-05-11,MARL,27492,2376,92.04,6073,92.92,7704,2870,3203
2022-05-05,MARL,14406,224,98.47,5308,95.13,7704,2742,2566
2022-05-11,MARL,28166,1702,94.3,5352,93.23,7704,2870,2482
2022-05-05,MARL,14228,402,97.25,5987,94.78,7704,2742,3245
2022-05-11,MARL,27516,2352,92.13,6161,92.87,7704,2870,3291
2022-05-05,MARL,14390,240,98.36,5180,95.2,7704,2742,2438
2022-05-11,MARL,28169,1699,94.31,5417,93.2,7704,2870,2547
2022-05-05,MARL,14400,230,98.43,5356,95.1,7704,2742,2614
2022-05-11,MARL,28061,1807,93.95,5359,93.24,7704,2870,2489
2022-05-05,MARL,14368,262,98.21,5342,95.12,7704,2742,2600
2022-05-11,MARL,28085,1783,94.03,5378,93.23,7704,2870,2508
