simulated_day,method,completed_trips,missed_trips,completion_rate,rebalancing_cost,avg_availability,ramaining_bikes,moved_3_4_h,moved_12_13_h
2022-05-11,MARL,26004,3864,87.06,4814,60.39,5134,2703,2111
2022-05-05,MARL,12097,2533,82.69,7666,60.7,5134,2640,5026
2022-05-11,MARL,21707,8161,72.68,7671,59.33,5134,2703,4968
2022-05-05,MARL,13981,649,95.56,4641,62.14,5134,2640,2001
2022-05-11,MARL,25762,4106,86.25,4890,60.38,5134,2703,2187
2022-05-05,MARL,13901,729,95.02,5571,61.63,5134,2640,2931
2022-05-11,MARL,25396,4472,85.03,5553,60.06,5134,2703,2850
2022-05-05,MARL,13995,635,95.66,4958,61.96,5134,2640,2318
2022-05-11,MARL,25630,4238,85.81,4967,60.33,5134,2703,2264
2022-05-05,MARL,13910,720,95.08,4963,61.97,5134,2640,2323
2022-05-11,MARL,25522,4346,85.45,5017,60.33,5134,2703,2314
2022-05-05,MARL,13929,701,95.21,5093,61.9,5134,2640,2453
2022-05-11,MARL,25431,4437,85.14,5044,60.32,5134,2703,2341
2022-05-05,MARL,13893,737,94.96,4926,61.99,5134,2640,2286
2022-05-11,MARL,25489,4379,85.34,4979,60.36,5134,2703,2276
2022-05-05,MARL,14060,570,96.1,4233,62.35,5134,2640,1593
2022-05-11,MARL,26173,3695,87.63,4128,60.74,5134,2703,1425
2022-05-05,MARL,13953,677,95.37,4887,62.0,5134,2640,2247
2022-05-11,MARL,25457,4411,85.23,4976,60.36,5134,2703,2273
2022-05-05,MARL,13969,661,95.48,4926,61.98,5134,2640,2286
2022-05-11,MARL,25717,4151,86.1,5002,60.32,5134,2703,2299
2022-05-05,MARL,13884,746,94.9,5013,61.94,5134,2640,2373
2022-05-11,MARL,25455,4413,85.22,5155,60.27,5134,2703,2452
2022-05-05,MARL,13981,649,95.56,4936,61.97,5134,2640,2296
2022-05-11,MARL,25534,4334,85.49,4820,60.42,5134,2703,2117
2022-05-05,MARL,13685,945,93.54,5286,61.81,5134,2640,2646
2022-05-11,MARL,23200,6668,77.68,6495,59.8,5134,2703,3792
2022-05-05,MARL,13939,691,95.28,4962,61.96,5134,2640,2322
2022-05-11,MARL,25480,4388,85.31,4993,60.34,5134,2703,2290
2022-05-05,MARL,13896,734,94.98,4954,61.98,5134,2640,2314
2022-05-11,MARL,25482,4386,85.32,5078,60.29,5134,2703,2375
2022-05-05,MARL,13777,853,94.17,5511,61.68,5134,2640,2871
2022-05-11,MARL,25064,4804,83.92,5644,60.03,5134,2703,2941
2022-05-05,MARL,13912,718,95.09,4990,61.95,5134,2640,2350
2022-05-11,MARL,25487,4381,85.33,5193,60.23,5134,2703,2490
2022-05-05,MARL,13770,860,94.12,5504,61.69,5134,2640,2864
2022-05-11,MARL,25170,4698,84.27,5625,60.04,5134,2703,2922
2022-05-05,MARL,13916,714,95.12,5050,61.92,5134,2640,2410
2022-05-11,MARL,25510,4358,85.41,5075,60.3,5134,2703,2372
2022-05-05,MARL,13856,774,94.71,5397,61.73,5134,2640,2757
2022-05-11,MARL,25612,4256,85.75,5460,60.07,5134,2703,2757
2022-05-05,MARL,13888,742,94.93,4947,61.98,5134,2640,2307
2022-05-11,MARL,25725,4143,86.13,5039,60.3,5134,2703,2336
2022-05-05,MARL,13987,643,95.6,4910,61.99,5134,2640,2270
2022-05-11,MARL,25798,4070,86.37,4565,60.55,5134,2703,1862
2022-05-05,MARL,13902,728,95.02,4991,61.96,5134,2640,2351
2022-05-11,MARL,25502,4366,85.38,5060,60.3,5134,2703,2357
2022-05-05,MARL,13780,850,94.19,5505,61.68,5134,2640,2865
2022-05-11,MARL,25176,4692,84.29,5609,60.04,5134,2703,2906
2022-05-05,MARL,13955,675,95.39,4914,62.0,5134,2640,2274
2022-05-11,MARL,25521,4347,85.45,5056,60.3,5134,2703,2353
2022-05-05,MARL,13698,932,93.63,5700,61.58,5134,2640,3060
2022-05-11,MARL,24380,5488,81.63,6023,59.91,5134,2703,3320
2022-05-05,MARL,13938,692,95.27,4928,61.98,5134,2640,2288
2022-05-11,MARL,25575,4293,85.63,5110,60.27,5134,2703,2407
2022-05-05,MARL,13944,686,95.31,4965,61.97,5134,2640,2325
2022-05-11,MARL,25659,4209,85.91,4971,60.33,5134,2703,2268
2022-05-05,MARL,13931,699,95.22,4928,61.99,5134,2640,2288
2022-05-11,MARL,25552,4316,85.55,5078,60.29,5134,2703,2375
2022-05-05,MARL,13060,1570,89.27,7402,60.7,5134,2640,4762
2022-05-11,MARL,23877,5991,79.94,7402,59.19,5134,2703,4699
2022-05-05,MARL,13174,1456,90.05,7345,60.72,5134,2640,4705
2022-05-11,MARL,24188,5680,80.98,7299,59.22,5134,2703,4596
2022-05-05,MARL,13259,1371,90.63,7291,60.75,5134,2640,4651
2022-05-11,MARL,24181,5687,80.96,7265,59.24,5134,2703,4562
2022-05-05,MARL,13304,1326,90.94,7172,60.8,5134,2640,4532
2022-05-11,MARL,24301,5567,81.36,7114,59.31,5134,2703,4411
2022-05-05,MARL,13256,1374,90.61,7022,60.88,5134,2640,4382
2022-05-11,MARL,24121,5747,80.76,6987,59.4,5134,2703,4284
2022-05-05,MARL,12877,1753,88.02,7621,60.61,5134,2640,4981
2022-05-11,MARL,23615,6253,79.06,7578,59.13,5134,2703,4875
2022-05-05,MARL,13438,1192,91.85,6893,60.94,5134,2640,4253
2022-05-11,MARL,24684,5184,82.64,6814,59.44,5134,2703,4111
2022-05-05,MARL,13344,1286,91.21,6865,60.98,5134,2640,4225
2022-05-11,MARL,24189,5679,80.99,7076,59.33,5134,2703,4373
2022-05-05,MARL,13510,1120,92.34,6817,60.98,5134,2640,4177
2022-05-11,MARL,24736,5132,82.82,6738,59.47,5134,2703,4035
2022-05-05,MARL,13700,930,93.64,6309,61.24,5134,2640,3669
2022-05-11,MARL,24837,5031,83.16,6468,59.6,5134,2703,3765
2022-05-05,MARL,13637,993,93.21,6523,61.12,5134,2640,3883
2022-05-11,MARL,24986,4882,83.65,6669,59.48,5134,2703,3966
2022-05-05,MARL,12877,1753,88.02,7616,60.61,5134,2640,4976
2022-05-11,MARL,23263,6605,77.89,7590,59.18,5134,2703,4887
2022-05-05,MARL,13778,852,94.18,6252,61.26,5134,2640,3612
2022-05-11,MARL,25051,4817,83.87,6484,59.55,5134,2703,3781
2022-05-05,MARL,12728,1902,87.0,7666,60.61,5134,2640,5026
2022-05-11,MARL,22705,7163,76.02,7652,59.23,5134,2703,4949
2022-05-05,MARL,13830,800,94.53,6112,61.33,5134,2640,3472
2022-05-11,MARL,25346,4522,84.86,6053,59.76,5134,2703,3350
2022-05-05,MARL,13856,774,94.71,6003,61.39,5134,2640,3363
2022-05-11,MARL,25574,4294,85.62,5969,59.79,5134,2703,3266
2022-05-05,MARL,13865,765,94.77,5752,61.53,5134,2640,3112
2022-05-11,MARL,25220,4648,84.44,5810,59.93,5134,2703,3107
2022-05-05,MARL,13749,881,93.98,5881,61.48,5134,2640,3241
2022-05-11,MARL,25059,4809,83.9,5906,59.88,5134,2703,3203
2022-05-05,MARL,13816,814,94.44,5600,61.62,5134,2640,2960
